,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,LapNumber,Sector1Time,Sector2Time,Sector3Time,LapTime(s),Sector1Time(s),Sector2Time(s),Sector3Time(s),RollingAverageLap
305,ALO,0 days 00:01:27.245000,74.0,3.0,INTERMEDIATE,19.0,74.0,0 days 00:00:23.068000,0 days 00:00:42.166000,0 days 00:00:22.011000,87.245,23.068,42.166,22.011,83.99142465753424
306,ALO,0 days 00:01:25.700000,75.0,3.0,INTERMEDIATE,20.0,75.0,0 days 00:00:22.592000,0 days 00:00:41.209000,0 days 00:00:21.899000,85.7,22.592,41.209,21.899,84.0145135135135
307,ALO,0 days 00:01:26.931000,76.0,3.0,INTERMEDIATE,21.0,76.0,0 days 00:00:23.072000,0 days 00:00:41.645000,0 days 00:00:22.214000,86.931,23.072,41.645,22.214,84.0534
308,ALO,0 days 00:01:24.701000,77.0,3.0,INTERMEDIATE,22.0,77.0,0 days 00:00:22.164000,0 days 00:00:40.949000,0 days 00:00:21.588000,84.701,22.164,40.949,21.588,84.06192105263158
309,ALO,0 days 00:01:25.668000,78.0,3.0,INTERMEDIATE,23.0,78.0,0 days 00:00:22.513000,0 days 00:00:40.910000,0 days 00:00:22.245000,85.668,22.513,40.91,22.245,84.08277922077922
310,LEC,,1.0,1.0,HARD,1.0,1.0,,0 days 00:00:38.983000,0 days 00:00:21.868000,,,38.983,21.868,
311,LEC,0 days 00:01:20.549000,2.0,1.0,HARD,2.0,2.0,0 days 00:00:21.352000,0 days 00:00:37.692000,0 days 00:00:21.505000,80.549,21.352,37.692,21.505,80.549
312,LEC,0 days 00:01:20.021000,3.0,1.0,HARD,3.0,3.0,0 days 00:00:21.051000,0 days 00:00:37.547000,0 days 00:00:21.423000,80.021,21.051,37.547,21.423,80.285
313,LEC,0 days 00:01:19.468000,4.0,1.0,HARD,4.0,4.0,0 days 00:00:21.023000,0 days 00:00:37.375000,0 days 00:00:21.070000,79.468,21.023,37.375,21.07,80.01266666666668
314,LEC,0 days 00:01:18.837000,5.0,1.0,HARD,5.0,5.0,0 days 00:00:20.803000,0 days 00:00:37.198000,0 days 00:00:20.836000,78.837,20.803,37.198,20.836,79.71875
315,LEC,0 days 00:01:18.829000,6.0,1.0,HARD,6.0,6.0,0 days 00:00:20.697000,0 days 00:00:37.190000,0 days 00:00:20.942000,78.829,20.697,37.19,20.942,79.5408
316,LEC,0 days 00:01:18.645000,7.0,1.0,HARD,7.0,7.0,0 days 00:00:20.790000,0 days 00:00:36.760000,0 days 00:00:21.095000,78.645,20.79,36.76,21.095,79.3915
317,LEC,0 days 00:01:19.165000,8.0,1.0,HARD,8.0,8.0,0 days 00:00:20.826000,0 days 00:00:37.057000,0 days 00:00:21.282000,79.165,20.826,37.057,21.282,79.35914285714286
318,LEC,0 days 00:01:18.809000,9.0,1.0,HARD,9.0,9.0,0 days 00:00:20.864000,0 days 00:00:37.097000,0 days 00:00:20.848000,78.809,20.864,37.097,20.848,79.290375
319,LEC,0 days 00:01:18.219000,10.0,1.0,HARD,10.0,10.0,0 days 00:00:20.645000,0 days 00:00:36.610000,0 days 00:00:20.964000,78.219,20.645,36.61,20.964,79.17133333333334
320,LEC,0 days 00:01:18.162000,11.0,1.0,HARD,11.0,11.0,0 days 00:00:20.648000,0 days 00:00:36.793000,0 days 00:00:20.721000,78.162,20.648,36.793,20.721,79.07039999999999
321,LEC,0 days 00:01:18.150000,12.0,1.0,HARD,12.0,12.0,0 days 00:00:20.704000,0 days 00:00:36.657000,0 days 00:00:20.789000,78.15,20.704,36.657,20.789,78.98672727272728
322,LEC,0 days 00:01:18.018000,13.0,1.0,HARD,13.0,13.0,0 days 00:00:20.509000,0 days 00:00:36.724000,0 days 00:00:20.785000,78.018,20.509,36.724,20.785,78.906
323,LEC,0 days 00:01:18.394000,14.0,1.0,HARD,14.0,14.0,0 days 00:00:20.523000,0 days 00:00:36.988000,0 days 00:00:20.883000,78.394,20.523,36.988,20.883,78.86661538461539
324,LEC,0 days 00:01:18.312000,15.0,1.0,HARD,15.0,15.0,0 days 00:00:20.414000,0 days 00:00:36.991000,0 days 00:00:20.907000,78.312,20.414,36.991,20.907,78.827
325,LEC,0 days 00:01:18.316000,16.0,1.0,HARD,16.0,16.0,0 days 00:00:20.527000,0 days 00:00:37,0 days 00:00:20.789000,78.316,20.527,37.0,20.789,78.79293333333334
326,LEC,0 days 00:01:18.234000,17.0,1.0,HARD,17.0,17.0,0 days 00:00:20.379000,0 days 00:00:36.936000,0 days 00:00:20.919000,78.234,20.379,36.936,20.919,78.758
327,LEC,0 days 00:01:18.361000,18.0,1.0,HARD,18.0,18.0,0 days 00:00:20.446000,0 days 00:00:37.090000,0 days 00:00:20.825000,78.361,20.446,37.09,20.825,78.73464705882353
328,LEC,0 days 00:01:18.190000,19.0,1.0,HARD,19.0,19.0,0 days 00:00:20.465000,0 days 00:00:36.953000,0 days 00:00:20.772000,78.19,20.465,36.953,20.772,78.7043888888889
329,LEC,0 days 00:01:18.365000,20.0,1.0,HARD,20.0,20.0,0 days 00:00:20.385000,0 days 00:00:37.097000,0 days 00:00:20.883000,78.365,20.385,37.097,20.883,78.68652631578948
330,LEC,0 days 00:01:18.127000,21.0,1.0,HARD,21.0,21.0,0 days 00:00:20.279000,0 days 00:00:36.815000,0 days 00:00:21.033000,78.127,20.279,36.815,21.033,78.65855
331,LEC,0 days 00:01:17.886000,22.0,1.0,HARD,22.0,22.0,0 days 00:00:20.386000,0 days 00:00:36.791000,0 days 00:00:20.709000,77.886,20.386,36.791,20.709,78.62176190476191
332,LEC,0 days 00:01:17.922000,23.0,1.0,HARD,23.0,23.0,0 days 00:00:20.291000,0 days 00:00:36.848000,0 days 00:00:20.783000,77.922,20.291,36.848,20.783,78.58995454545455
333,LEC,0 days 00:01:17.586000,24.0,1.0,HARD,24.0,24.0,0 days 00:00:20.220000,0 days 00:00:36.631000,0 days 00:00:20.735000,77.586,20.22,36.631,20.735,78.5463043478261
334,LEC,0 days 00:01:17.619000,25.0,1.0,HARD,25.0,25.0,0 days 00:00:20.203000,0 days 00:00:36.650000,0 days 00:00:20.766000,77.619,20.203,36.65,20.766,78.50766666666667
335,LEC,0 days 00:01:17.879000,26.0,1.0,HARD,26.0,26.0,0 days 00:00:20.255000,0 days 00:00:36.647000,0 days 00:00:20.977000,77.879,20.255,36.647,20.977,78.48252000000001
336,LEC,0 days 00:01:17.602000,27.0,1.0,HARD,27.0,27.0,0 days 00:00:20.250000,0 days 00:00:36.616000,0 days 00:00:20.736000,77.602,20.25,36.616,20.736,78.44865384615385
337,LEC,0 days 00:01:17.480000,28.0,1.0,HARD,28.0,28.0,0 days 00:00:20.110000,0 days 00:00:36.671000,0 days 00:00:20.699000,77.48,20.11,36.671,20.699,78.41277777777778
338,LEC,0 days 00:01:17.065000,29.0,1.0,HARD,29.0,29.0,0 days 00:00:20.112000,0 days 00:00:36.372000,0 days 00:00:20.581000,77.065,20.112,36.372,20.581,78.36464285714285
339,LEC,0 days 00:01:17.559000,30.0,1.0,HARD,30.0,30.0,0 days 00:00:20.209000,0 days 00:00:36.701000,0 days 00:00:20.649000,77.559,20.209,36.701,20.649,78.33686206896553
340,LEC,0 days 00:01:17.876000,31.0,1.0,HARD,31.0,31.0,0 days 00:00:20.191000,0 days 00:00:36.768000,0 days 00:00:20.917000,77.876,20.191,36.768,20.917,78.3215
341,LEC,0 days 00:01:17.282000,32.0,1.0,HARD,32.0,32.0,0 days 00:00:20.010000,0 days 00:00:36.608000,0 days 00:00:20.664000,77.282,20.01,36.608,20.664,78.28796774193549
342,LEC,0 days 00:01:17.163000,33.0,1.0,HARD,33.0,33.0,0 days 00:00:20.029000,0 days 00:00:36.436000,0 days 00:00:20.698000,77.163,20.029,36.436,20.698,78.2528125
343,LEC,0 days 00:01:17.461000,34.0,1.0,HARD,34.0,34.0,0 days 00:00:20.144000,0 days 00:00:36.637000,0 days 00:00:20.680000,77.461,20.144,36.637,20.68,78.22881818181818
344,LEC,0 days 00:01:17.467000,35.0,1.0,HARD,35.0,35.0,0 days 00:00:20.164000,0 days 00:00:36.632000,0 days 00:00:20.671000,77.467,20.164,36.632,20.671,78.20641176470588
345,LEC,0 days 00:01:17.491000,36.0,1.0,HARD,36.0,36.0,0 days 00:00:20.148000,0 days 00:00:36.768000,0 days 00:00:20.575000,77.491,20.148,36.768,20.575,78.18597142857143
346,LEC,0 days 00:01:17.361000,37.0,1.0,HARD,37.0,37.0,0 days 00:00:20.098000,0 days 00:00:36.616000,0 days 00:00:20.647000,77.361,20.098,36.616,20.647,78.16305555555556
347,LEC,0 days 00:01:17.483000,38.0,1.0,HARD,38.0,38.0,0 days 00:00:20.139000,0 days 00:00:36.694000,0 days 00:00:20.650000,77.483,20.139,36.694,20.65,78.14467567567567
348,LEC,0 days 00:01:17.213000,39.0,1.0,HARD,39.0,39.0,0 days 00:00:19.959000,0 days 00:00:36.609000,0 days 00:00:20.645000,77.213,19.959,36.609,20.645,78.12015789473683
349,LEC,0 days 00:01:17.237000,40.0,1.0,HARD,40.0,40.0,0 days 00:00:20.014000,0 days 00:00:36.580000,0 days 00:00:20.643000,77.237,20.014,36.58,20.643,78.09751282051282
350,LEC,0 days 00:01:18.328000,41.0,1.0,HARD,41.0,41.0,0 days 00:00:20.091000,0 days 00:00:37.450000,0 days 00:00:20.787000,78.328,20.091,37.45,20.787,78.103275
351,LEC,0 days 00:01:17.801000,42.0,1.0,HARD,42.0,42.0,0 days 00:00:20.132000,0 days 00:00:36.958000,0 days 00:00:20.711000,77.801,20.132,36.958,20.711,78.09590243902439
352,LEC,0 days 00:01:18.451000,43.0,1.0,HARD,43.0,43.0,0 days 00:00:20.364000,0 days 00:00:37.083000,0 days 00:00:21.004000,78.451,20.364,37.083,21.004,78.10435714285714
353,LEC,0 days 00:01:35.442000,44.0,1.0,HARD,44.0,44.0,0 days 00:00:20.431000,0 days 00:00:37.230000,0 days 00:00:37.781000,95.442,20.431,37.23,37.781,78.50755813953488
354,LEC,0 days 00:01:19.563000,45.0,2.0,MEDIUM,1.0,45.0,0 days 00:00:23.019000,0 days 00:00:36.229000,0 days 00:00:20.315000,79.563,23.019,36.229,20.315,78.53154545454545
355,LEC,0 days 00:01:15.773000,46.0,2.0,MEDIUM,2.0,46.0,0 days 00:00:19.996000,0 days 00:00:35.718000,0 days 00:00:20.059000,75.773,19.996,35.718,20.059,78.47024444444445
356,LEC,0 days 00:01:16.358000,47.0,2.0,MEDIUM,3.0,47.0,0 days 00:00:19.764000,0 days 00:00:36.023000,0 days 00:00:20.571000,76.358,19.764,36.023,20.571,78.42432608695651
357,LEC,0 days 00:01:16.971000,48.0,2.0,MEDIUM,4.0,48.0,0 days 00:00:20.258000,0 days 00:00:36.215000,0 days 00:00:20.498000,76.971,20.258,36.215,20.498,78.39340425531914
358,LEC,0 days 00:01:16.283000,49.0,2.0,MEDIUM,5.0,49.0,0 days 00:00:19.849000,0 days 00:00:36.039000,0 days 00:00:20.395000,76.283,19.849,36.039,20.395,78.34943750000001
359,LEC,0 days 00:01:15.956000,50.0,2.0,MEDIUM,6.0,50.0,0 days 00:00:19.730000,0 days 00:00:35.934000,0 days 00:00:20.292000,75.956,19.73,35.934,20.292,78.3005918367347
360,LEC,0 days 00:01:17.017000,51.0,2.0,MEDIUM,7.0,51.0,0 days 00:00:19.743000,0 days 00:00:36.789000,0 days 00:00:20.485000,77.017,19.743,36.789,20.485,78.27492000000001
361,LEC,0 days 00:01:23.243000,52.0,2.0,MEDIUM,8.0,52.0,0 days 00:00:20.416000,0 days 00:00:40.527000,0 days 00:00:22.300000,83.243,20.416,40.527,22.3,78.37233333333333
362,LEC,0 days 00:01:33.259000,53.0,2.0,MEDIUM,9.0,53.0,0 days 00:00:23.978000,0 days 00:00:46.954000,0 days 00:00:22.327000,93.259,23.978,46.954,22.327,78.65861538461539
363,LEC,0 days 00:01:35.725000,54.0,2.0,MEDIUM,10.0,54.0,0 days 00:00:24.155000,0 days 00:00:48.210000,0 days 00:00:23.360000,95.725,24.155,48.21,23.36,78.98062264150943
364,LEC,0 days 00:02:09.246000,55.0,2.0,MEDIUM,11.0,55.0,0 days 00:00:26.046000,0 days 00:00:57.053000,0 days 00:00:46.147000,129.246,26.046,57.053,46.147,79.91146296296296
365,LEC,0 days 00:01:43.008000,56.0,3.0,INTERMEDIATE,1.0,56.0,0 days 00:00:28.371000,0 days 00:00:48.266000,0 days 00:00:26.371000,103.008,28.371,48.266,26.371,80.3314
366,LEC,0 days 00:01:43.373000,57.0,3.0,INTERMEDIATE,2.0,57.0,0 days 00:00:27.887000,0 days 00:00:48.976000,0 days 00:00:26.510000,103.373,27.887,48.976,26.51,80.74285714285715
367,LEC,0 days 00:01:43.473000,58.0,3.0,INTERMEDIATE,3.0,58.0,0 days 00:00:27.016000,0 days 00:00:48.235000,0 days 00:00:28.222000,103.473,27.016,48.235,28.222,81.14163157894737
368,LEC,0 days 00:01:42.305000,59.0,3.0,INTERMEDIATE,4.0,59.0,0 days 00:00:26.895000,0 days 00:00:48.940000,0 days 00:00:26.470000,102.305,26.895,48.94,26.47,81.5065172413793
369,LEC,0 days 00:01:42.852000,60.0,3.0,INTERMEDIATE,5.0,60.0,0 days 00:00:27.831000,0 days 00:00:48.554000,0 days 00:00:26.467000,102.852,27.831,48.554,26.467,81.86830508474576
370,LEC,0 days 00:01:42.262000,61.0,3.0,INTERMEDIATE,6.0,61.0,0 days 00:00:26.763000,0 days 00:00:48.957000,0 days 00:00:26.542000,102.262,26.763,48.957,26.542,82.2082
371,LEC,0 days 00:01:41.144000,62.0,3.0,INTERMEDIATE,7.0,62.0,0 days 00:00:26.479000,0 days 00:00:48.276000,0 days 00:00:26.389000,101.144,26.479,48.276,26.389,82.51862295081968
372,LEC,0 days 00:01:40.396000,63.0,3.0,INTERMEDIATE,8.0,63.0,0 days 00:00:26.590000,0 days 00:00:47.692000,0 days 00:00:26.114000,100.396,26.59,47.692,26.114,82.80696774193548
373,LEC,0 days 00:01:39.223000,64.0,3.0,INTERMEDIATE,9.0,64.0,0 days 00:00:26.207000,0 days 00:00:47.418000,0 days 00:00:25.598000,99.223,26.207,47.418,25.598,83.06753968253969
374,LEC,0 days 00:01:38.481000,65.0,3.0,INTERMEDIATE,10.0,65.0,0 days 00:00:25.992000,0 days 00:00:46.864000,0 days 00:00:25.625000,98.481,25.992,46.864,25.625,83.308375
375,LEC,0 days 00:01:35.050000,66.0,3.0,INTERMEDIATE,11.0,66.0,0 days 00:00:25.127000,0 days 00:00:45.723000,0 days 00:00:24.200000,95.05,25.127,45.723,24.2,83.48901538461539
376,LEC,0 days 00:01:34.515000,67.0,3.0,INTERMEDIATE,12.0,67.0,0 days 00:00:24.831000,0 days 00:00:45.536000,0 days 00:00:24.148000,94.515,24.831,45.536,24.148,83.65607575757576
377,LEC,0 days 00:01:33.903000,68.0,3.0,INTERMEDIATE,13.0,68.0,0 days 00:00:24.763000,0 days 00:00:45.594000,0 days 00:00:23.546000,93.903,24.763,45.594,23.546,83.80901492537313
378,LEC,0 days 00:01:35.087000,69.0,3.0,INTERMEDIATE,14.0,69.0,0 days 00:00:25.475000,0 days 00:00:45.972000,0 days 00:00:23.640000,95.087,25.475,45.972,23.64,83.97486764705883
379,LEC,0 days 00:01:32.309000,70.0,3.0,INTERMEDIATE,15.0,70.0,0 days 00:00:24.969000,0 days 00:00:44.243000,0 days 00:00:23.097000,92.309,24.969,44.243,23.097,84.09565217391305
380,LEC,0 days 00:01:30.198000,71.0,3.0,INTERMEDIATE,16.0,71.0,0 days 00:00:24.104000,0 days 00:00:43.646000,0 days 00:00:22.448000,90.198,24.104,43.646,22.448,84.18282857142857
381,LEC,0 days 00:01:28.677000,72.0,3.0,INTERMEDIATE,17.0,72.0,0 days 00:00:23.586000,0 days 00:00:43.156000,0 days 00:00:21.935000,88.677,23.586,43.156,21.935,84.24612676056339
382,LEC,0 days 00:01:29.177000,73.0,3.0,INTERMEDIATE,18.0,73.0,0 days 00:00:23.577000,0 days 00:00:43.252000,0 days 00:00:22.348000,89.177,23.577,43.252,22.348,84.3146111111111
383,LEC,0 days 00:01:27.848000,74.0,3.0,INTERMEDIATE,19.0,74.0,0 days 00:00:23.443000,0 days 00:00:42.475000,0 days 00:00:21.930000,87.848,23.443,42.475,21.93,84.36301369863014
384,LEC,0 days 00:01:26.923000,75.0,3.0,INTERMEDIATE,20.0,75.0,0 days 00:00:22.925000,0 days 00:00:42.079000,0 days 00:00:21.919000,86.923,22.925,42.079,21.919,84.3976081081081
385,LEC,0 days 00:01:26.435000,76.0,3.0,INTERMEDIATE,21.0,76.0,0 days 00:00:22.557000,0 days 00:00:41.756000,0 days 00:00:22.122000,86.435,22.557,41.756,22.122,84.42477333333333
386,LEC,0 days 00:01:25.965000,77.0,3.0,INTERMEDIATE,22.0,77.0,0 days 00:00:22.517000,0 days 00:00:41.361000,0 days 00:00:22.087000,85.965,22.517,41.361,22.087,84.44503947368422
387,LEC,0 days 00:01:26.939000,78.0,3.0,INTERMEDIATE,23.0,78.0,0 days 00:00:22.719000,0 days 00:00:41.606000,0 days 00:00:22.614000,86.939,22.719,41.606,22.614,84.47742857142856
388,STR,,1.0,1.0,HARD,2.0,1.0,,0 days 00:00:46.215000,0 days 00:00:21.708000,,,46.215,21.708,
389,STR,0 days 00:01:19.989000,2.0,1.0,HARD,3.0,2.0,0 days 00:00:21.136000,0 days 00:00:37.566000,0 days 00:00:21.287000,79.989,21.136,37.566,21.287,79.989
390,STR,0 days 00:01:19.928000,3.0,1.0,HARD,4.0,3.0,0 days 00:00:21.084000,0 days 00:00:37.647000,0 days 00:00:21.197000,79.928,21.084,37.647,21.197,79.9585
391,STR,0 days 00:01:19.998000,4.0,1.0,HARD,5.0,4.0,0 days 00:00:20.912000,0 days 00:00:37.597000,0 days 00:00:21.489000,79.998,20.912,37.597,21.489,79.97166666666668
392,STR,0 days 00:01:20.438000,5.0,1.0,HARD,6.0,5.0,0 days 00:00:21.031000,0 days 00:00:37.678000,0 days 00:00:21.729000,80.438,21.031,37.678,21.729,80.08825
393,STR,0 days 00:01:19.785000,6.0,1.0,HARD,7.0,6.0,0 days 00:00:21.001000,0 days 00:00:37.529000,0 days 00:00:21.255000,79.785,21.001,37.529,21.255,80.0276
394,STR,0 days 00:01:19.417000,7.0,1.0,HARD,8.0,7.0,0 days 00:00:20.940000,0 days 00:00:37.318000,0 days 00:00:21.159000,79.417,20.94,37.318,21.159,79.92583333333333
395,STR,0 days 00:01:18.733000,8.0,1.0,HARD,9.0,8.0,0 days 00:00:20.768000,0 days 00:00:36.987000,0 days 00:00:20.978000,78.733,20.768,36.987,20.978,79.75542857142857
396,STR,0 days 00:01:18.659000,9.0,1.0,HARD,10.0,9.0,0 days 00:00:20.832000,0 days 00:00:36.826000,0 days 00:00:21.001000,78.659,20.832,36.826,21.001,79.618375
397,STR,0 days 00:01:19.893000,10.0,1.0,HARD,11.0,10.0,0 days 00:00:21.109000,0 days 00:00:37.363000,0 days 00:00:21.421000,79.893,21.109,37.363,21.421,79.64888888888889
398,STR,0 days 00:01:19.758000,11.0,1.0,HARD,12.0,11.0,0 days 00:00:21.188000,0 days 00:00:37.322000,0 days 00:00:21.248000,79.758,21.188,37.322,21.248,79.65979999999999
399,STR,0 days 00:01:20.639000,12.0,1.0,HARD,13.0,12.0,0 days 00:00:21.770000,0 days 00:00:37.351000,0 days 00:00:21.518000,80.639,21.77,37.351,21.518,79.74881818181818
400,STR,0 days 00:01:20.847000,13.0,1.0,HARD,14.0,13.0,0 days 00:00:21.420000,0 days 00:00:37.852000,0 days 00:00:21.575000,80.847,21.42,37.852,21.575,79.84033333333333
401,STR,0 days 00:01:20.295000,14.0,1.0,HARD,15.0,14.0,0 days 00:00:21.112000,0 days 00:00:37.838000,0 days 00:00:21.345000,80.295,21.112,37.838,21.345,79.87530769230769
402,STR,0 days 00:01:20.203000,15.0,1.0,HARD,16.0,15.0,0 days 00:00:21.080000,0 days 00:00:37.817000,0 days 00:00:21.306000,80.203,21.08,37.817,21.306,79.89871428571429
403,STR,0 days 00:01:20.545000,16.0,1.0,HARD,17.0,16.0,0 days 00:00:21.116000,0 days 00:00:38.006000,0 days 00:00:21.423000,80.545,21.116,38.006,21.423,79.9418
404,STR,0 days 00:01:21.170000,17.0,1.0,HARD,18.0,17.0,0 days 00:00:21.142000,0 days 00:00:38.489000,0 days 00:00:21.539000,81.17,21.142,38.489,21.539,80.0185625
405,STR,0 days 00:01:17.769000,18.0,1.0,HARD,19.0,18.0,0 days 00:00:20.371000,0 days 00:00:36.547000,0 days 00:00:20.851000,77.769,20.371,36.547,20.851,79.88623529411765
406,STR,0 days 00:01:17.915000,19.0,1.0,HARD,20.0,19.0,0 days 00:00:20.413000,0 days 00:00:36.609000,0 days 00:00:20.893000,77.915,20.413,36.609,20.893,79.77672222222222
407,STR,0 days 00:01:18.061000,20.0,1.0,HARD,21.0,20.0,0 days 00:00:20.497000,0 days 00:00:36.827000,0 days 00:00:20.737000,78.061,20.497,36.827,20.737,79.68642105263157
408,STR,0 days 00:01:18.594000,21.0,1.0,HARD,22.0,21.0,0 days 00:00:20.819000,0 days 00:00:36.798000,0 days 00:00:20.977000,78.594,20.819,36.798,20.977,79.6318
409,STR,0 days 00:01:18.548000,22.0,1.0,HARD,23.0,22.0,0 days 00:00:20.793000,0 days 00:00:36.863000,0 days 00:00:20.892000,78.548,20.793,36.863,20.892,79.58019047619048
410,STR,0 days 00:01:18.927000,23.0,1.0,HARD,24.0,23.0,0 days 00:00:20.606000,0 days 00:00:37.288000,0 days 00:00:21.033000,78.927,20.606,37.288,21.033,79.5505
411,STR,0 days 00:01:18.439000,24.0,1.0,HARD,25.0,24.0,0 days 00:00:20.755000,0 days 00:00:36.855000,0 days 00:00:20.829000,78.439,20.755,36.855,20.829,79.50217391304348
412,STR,0 days 00:01:19.058000,25.0,1.0,HARD,26.0,25.0,0 days 00:00:20.918000,0 days 00:00:37.074000,0 days 00:00:21.066000,79.058,20.918,37.074,21.066,79.48366666666666
413,STR,0 days 00:01:18.926000,26.0,1.0,HARD,27.0,26.0,0 days 00:00:20.714000,0 days 00:00:37.247000,0 days 00:00:20.965000,78.926,20.714,37.247,20.965,79.46136
414,STR,0 days 00:01:19.772000,27.0,1.0,HARD,28.0,27.0,0 days 00:00:20.951000,0 days 00:00:37.527000,0 days 00:00:21.294000,79.772,20.951,37.527,21.294,79.4733076923077
415,STR,0 days 00:01:19.860000,28.0,1.0,HARD,29.0,28.0,0 days 00:00:20.954000,0 days 00:00:37.653000,0 days 00:00:21.253000,79.86,20.954,37.653,21.253,79.48762962962964
416,STR,0 days 00:01:19.831000,29.0,1.0,HARD,30.0,29.0,0 days 00:00:20.757000,0 days 00:00:37.956000,0 days 00:00:21.118000,79.831,20.757,37.956,21.118,79.49989285714285
417,STR,0 days 00:01:19.860000,30.0,1.0,HARD,31.0,30.0,0 days 00:00:20.828000,0 days 00:00:37.788000,0 days 00:00:21.244000,79.86,20.828,37.788,21.244,79.51231034482758
418,STR,0 days 00:01:21.753000,31.0,1.0,HARD,32.0,31.0,0 days 00:00:20.793000,0 days 00:00:39.621000,0 days 00:00:21.339000,81.753,20.793,39.621,21.339,79.587
419,STR,0 days 00:01:19.387000,32.0,1.0,HARD,33.0,32.0,0 days 00:00:20.498000,0 days 00:00:37.655000,0 days 00:00:21.234000,79.387,20.498,37.655,21.234,79.58054838709677
420,STR,0 days 00:01:20.446000,33.0,1.0,HARD,34.0,33.0,0 days 00:00:20.789000,0 days 00:00:38.412000,0 days 00:00:21.245000,80.446,20.789,38.412,21.245,79.60759375
421,STR,0 days 00:01:18.583000,34.0,1.0,HARD,35.0,34.0,0 days 00:00:20.659000,0 days 00:00:37.046000,0 days 00:00:20.878000,78.583,20.659,37.046,20.878,79.57654545454545
422,STR,0 days 00:01:21.072000,35.0,1.0,HARD,36.0,35.0,0 days 00:00:20.946000,0 days 00:00:37.446000,0 days 00:00:22.680000,81.072,20.946,37.446,22.68,79.62052941176471
423,STR,0 days 00:01:19.544000,36.0,1.0,HARD,37.0,36.0,0 days 00:00:20.358000,0 days 00:00:37.032000,0 days 00:00:22.154000,79.544,20.358,37.032,22.154,79.61834285714285
424,STR,0 days 00:01:18.760000,37.0,1.0,HARD,38.0,37.0,0 days 00:00:20.814000,0 days 00:00:36.935000,0 days 00:00:21.011000,78.76,20.814,36.935,21.011,79.5945
425,STR,0 days 00:01:18.424000,38.0,1.0,HARD,39.0,38.0,0 days 00:00:20.444000,0 days 00:00:37.095000,0 days 00:00:20.885000,78.424,20.444,37.095,20.885,79.56286486486486
426,STR,0 days 00:01:18.498000,39.0,1.0,HARD,40.0,39.0,0 days 00:00:20.304000,0 days 00:00:37.181000,0 days 00:00:21.013000,78.498,20.304,37.181,21.013,79.53484210526317
427,STR,0 days 00:01:18.498000,40.0,1.0,HARD,41.0,40.0,0 days 00:00:20.484000,0 days 00:00:37.151000,0 days 00:00:20.863000,78.498,20.484,37.151,20.863,79.50825641025641
428,STR,0 days 00:01:18.574000,41.0,1.0,HARD,42.0,41.0,0 days 00:00:20.505000,0 days 00:00:37.054000,0 days 00:00:21.015000,78.574,20.505,37.054,21.015,79.48490000000001
429,STR,0 days 00:01:18.732000,42.0,1.0,HARD,43.0,42.0,0 days 00:00:20.497000,0 days 00:00:37.160000,0 days 00:00:21.075000,78.732,20.497,37.16,21.075,79.46653658536586
430,STR,0 days 00:01:18.898000,43.0,1.0,HARD,44.0,43.0,0 days 00:00:20.694000,0 days 00:00:37.276000,0 days 00:00:20.928000,78.898,20.694,37.276,20.928,79.453
431,STR,0 days 00:01:18.533000,44.0,1.0,HARD,45.0,44.0,0 days 00:00:20.277000,0 days 00:00:37.150000,0 days 00:00:21.106000,78.533,20.277,37.15,21.106,79.4316046511628
432,STR,0 days 00:01:18.374000,45.0,1.0,HARD,46.0,45.0,0 days 00:00:20.145000,0 days 00:00:36.972000,0 days 00:00:21.257000,78.374,20.145,36.972,21.257,79.40756818181818
433,STR,0 days 00:01:18.723000,46.0,1.0,HARD,47.0,46.0,0 days 00:00:20.422000,0 days 00:00:37.130000,0 days 00:00:21.171000,78.723,20.422,37.13,21.171,79.39235555555555
434,STR,0 days 00:01:19.033000,47.0,1.0,HARD,48.0,47.0,0 days 00:00:20.311000,0 days 00:00:37.482000,0 days 00:00:21.240000,79.033,20.311,37.482,21.24,79.38454347826087
435,STR,0 days 00:01:18.573000,48.0,1.0,HARD,49.0,48.0,0 days 00:00:20.278000,0 days 00:00:37.269000,0 days 00:00:21.026000,78.573,20.278,37.269,21.026,79.36727659574468
436,STR,0 days 00:01:18.418000,49.0,1.0,HARD,50.0,49.0,0 days 00:00:20.232000,0 days 00:00:37.133000,0 days 00:00:21.053000,78.418,20.232,37.133,21.053,79.3475
437,STR,0 days 00:01:20.218000,50.0,1.0,HARD,51.0,50.0,0 days 00:00:20.449000,0 days 00:00:38.377000,0 days 00:00:21.392000,80.218,20.449,38.377,21.392,79.36526530612245
438,STR,0 days 00:01:44.501000,51.0,1.0,HARD,52.0,51.0,0 days 00:00:21.097000,0 days 00:00:43.922000,0 days 00:00:39.482000,104.501,21.097,43.922,39.482,79.86798
439,STR,0 days 00:01:32.189000,52.0,2.0,INTERMEDIATE,1.0,52.0,0 days 00:00:26.112000,0 days 00:00:42.828000,0 days 00:00:23.249000,92.189,26.112,42.828,23.249,80.10956862745098
440,STR,0 days 00:01:36.321000,53.0,2.0,INTERMEDIATE,2.0,53.0,0 days 00:00:24.089000,0 days 00:00:47.082000,0 days 00:00:25.150000,96.321,24.089,47.082,25.15,80.42132692307692
441,STR,,54.0,2.0,INTERMEDIATE,3.0,54.0,,,,,,,,80.42132692307692
