,index,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(s),RunningAvgDriver
62,294,0 days 02:28:38.807000,ALO,14,0 days 00:01:39.671000,63.0,3.0,,,0 days 00:00:26.319000,0 days 00:00:47.663000,0 days 00:00:25.689000,0 days 02:27:25.488000,0 days 02:28:13.151000,0 days 02:28:38.840000,131.0,137.0,252.0,266.0,False,INTERMEDIATE,8.0,True,Aston Martin,0 days 02:26:59.136000,2023-05-28 14:28:00.113,1,2.0,False,,False,True,99.671,82.46963492063493
63,295,0 days 02:30:16.942000,ALO,14,0 days 00:01:38.135000,64.0,3.0,,,0 days 00:00:26.027000,0 days 00:00:46.527000,0 days 00:00:25.581000,0 days 02:29:04.867000,0 days 02:29:51.394000,0 days 02:30:16.975000,136.0,138.0,253.0,259.0,False,INTERMEDIATE,9.0,True,Aston Martin,0 days 02:28:38.807000,2023-05-28 14:29:39.784,1,2.0,False,,False,True,98.135,82.71440625
64,296,0 days 02:31:54.582000,ALO,14,0 days 00:01:37.640000,65.0,3.0,,,0 days 00:00:25.477000,0 days 00:00:47.158000,0 days 00:00:25.005000,0 days 02:30:42.452000,0 days 02:31:29.610000,0 days 02:31:54.615000,135.0,135.0,254.0,263.0,False,INTERMEDIATE,10.0,True,Aston Martin,0 days 02:30:16.942000,2023-05-28 14:31:17.919,1,2.0,False,,False,True,97.64,82.94403076923076
65,297,0 days 02:33:30.914000,ALO,14,0 days 00:01:36.332000,66.0,3.0,,,0 days 00:00:25.340000,0 days 00:00:46.386000,0 days 00:00:24.606000,0 days 02:32:19.955000,0 days 02:33:06.341000,0 days 02:33:30.947000,144.0,140.0,254.0,272.0,False,INTERMEDIATE,11.0,True,Aston Martin,0 days 02:31:54.582000,2023-05-28 14:32:55.559,1,2.0,False,,False,True,96.332,83.14687878787879
66,298,0 days 02:35:04.119000,ALO,14,0 days 00:01:33.205000,67.0,3.0,,,0 days 00:00:24.615000,0 days 00:00:45.444000,0 days 00:00:23.146000,0 days 02:33:55.562000,0 days 02:34:41.006000,0 days 02:35:04.152000,142.0,145.0,258.0,275.0,False,INTERMEDIATE,12.0,True,Aston Martin,0 days 02:33:30.914000,2023-05-28 14:34:31.891,1,2.0,False,,False,True,93.205,83.29700000000001
67,299,0 days 02:36:36.960000,ALO,14,0 days 00:01:32.841000,68.0,3.0,,,0 days 00:00:24.387000,0 days 00:00:45.525000,0 days 00:00:22.929000,0 days 02:35:28.539000,0 days 02:36:14.064000,0 days 02:36:36.993000,148.0,148.0,259.0,276.0,False,INTERMEDIATE,13.0,True,Aston Martin,0 days 02:35:04.119000,2023-05-28 14:36:05.096,1,2.0,False,,False,True,92.841,83.43735294117647
68,300,0 days 02:38:10.824000,ALO,14,0 days 00:01:33.864000,69.0,3.0,,,0 days 00:00:24.955000,0 days 00:00:45.556000,0 days 00:00:23.353000,0 days 02:37:01.948000,0 days 02:37:47.504000,0 days 02:38:10.857000,131.0,152.0,256.0,275.0,False,INTERMEDIATE,14.0,True,Aston Martin,0 days 02:36:36.960000,2023-05-28 14:37:37.937,2,2.0,False,,False,True,93.864,83.58846376811594
69,301,0 days 02:39:42.054000,ALO,14,0 days 00:01:31.230000,70.0,3.0,,,0 days 00:00:24.359000,0 days 00:00:44.422000,0 days 00:00:22.449000,0 days 02:38:35.216000,0 days 02:39:19.638000,0 days 02:39:42.087000,138.0,155.0,259.0,275.0,False,INTERMEDIATE,15.0,True,Aston Martin,0 days 02:38:10.824000,2023-05-28 14:39:11.801,1,2.0,False,,False,True,91.23,83.69762857142857
70,302,0 days 02:41:13.111000,ALO,14,0 days 00:01:31.057000,71.0,3.0,,,0 days 00:00:23.765000,0 days 00:00:44.952000,0 days 00:00:22.340000,0 days 02:40:05.852000,0 days 02:40:50.804000,0 days 02:41:13.144000,143.0,155.0,259.0,275.0,False,INTERMEDIATE,16.0,True,Aston Martin,0 days 02:39:42.054000,2023-05-28 14:40:43.031,1,2.0,False,,False,True,91.057,83.80128169014084
71,303,0 days 02:42:42.530000,ALO,14,0 days 00:01:29.419000,72.0,3.0,,,0 days 00:00:23.604000,0 days 00:00:43.530000,0 days 00:00:22.285000,0 days 02:41:36.748000,0 days 02:42:20.278000,0 days 02:42:42.563000,145.0,169.0,257.0,276.0,False,INTERMEDIATE,17.0,True,Aston Martin,0 days 02:41:13.111000,2023-05-28 14:42:14.088,1,2.0,False,,False,True,89.419,83.87930555555556
72,304,0 days 02:44:12.876000,ALO,14,0 days 00:01:30.346000,73.0,3.0,,,0 days 00:00:24.253000,0 days 00:00:43.531000,0 days 00:00:22.562000,0 days 02:43:06.816000,0 days 02:43:50.347000,0 days 02:44:12.909000,,169.0,258.0,274.0,False,INTERMEDIATE,18.0,True,Aston Martin,0 days 02:42:42.530000,2023-05-28 14:43:43.507,1,2.0,False,,False,True,90.346,83.9678904109589
73,305,0 days 02:45:40.121000,ALO,14,0 days 00:01:27.245000,74.0,3.0,,,0 days 00:00:23.068000,0 days 00:00:42.166000,0 days 00:00:22.011000,0 days 02:44:35.977000,0 days 02:45:18.143000,0 days 02:45:40.154000,150.0,173.0,259.0,276.0,False,INTERMEDIATE,19.0,True,Aston Martin,0 days 02:44:12.876000,2023-05-28 14:45:13.853,1,2.0,False,,False,True,87.245,84.01217567567568
74,306,0 days 02:47:05.821000,ALO,14,0 days 00:01:25.700000,75.0,3.0,,,0 days 00:00:22.592000,0 days 00:00:41.209000,0 days 00:00:21.899000,0 days 02:46:02.746000,0 days 02:46:43.955000,0 days 02:47:05.854000,151.0,176.0,260.0,276.0,False,INTERMEDIATE,20.0,True,Aston Martin,0 days 02:45:40.121000,2023-05-28 14:46:41.098,1,2.0,False,,False,True,85.7,84.03468
75,307,0 days 02:48:32.752000,ALO,14,0 days 00:01:26.931000,76.0,3.0,,,0 days 00:00:23.072000,0 days 00:00:41.645000,0 days 00:00:22.214000,0 days 02:47:28.926000,0 days 02:48:10.571000,0 days 02:48:32.785000,141.0,175.0,258.0,274.0,False,INTERMEDIATE,21.0,True,Aston Martin,0 days 02:47:05.821000,2023-05-28 14:48:06.798,1,2.0,False,,False,True,86.931,84.07278947368421
76,308,0 days 02:49:57.453000,ALO,14,0 days 00:01:24.701000,77.0,3.0,,,0 days 00:00:22.164000,0 days 00:00:40.949000,0 days 00:00:21.588000,0 days 02:48:54.949000,0 days 02:49:35.898000,0 days 02:49:57.486000,161.0,178.0,259.0,275.0,False,INTERMEDIATE,22.0,True,Aston Martin,0 days 02:48:32.752000,2023-05-28 14:49:33.729,1,2.0,False,,False,True,84.701,84.08094805194806
77,309,0 days 02:51:23.121000,ALO,14,0 days 00:01:25.668000,78.0,3.0,,,0 days 00:00:22.513000,0 days 00:00:40.910000,0 days 00:00:22.245000,0 days 02:50:19.999000,0 days 02:51:00.909000,0 days 02:51:23.154000,164.0,175.0,248.0,276.0,False,INTERMEDIATE,23.0,True,Aston Martin,0 days 02:49:57.453000,2023-05-28 14:50:58.430,1,2.0,False,,False,True,85.668,84.10129487179486
