,index,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime(s),Sector1(s)
918,1081,0 days 01:43:50.662000,NOR,4,0 days 00:01:20.125000,30.0,3.0,,,0 days 00:00:23.864000,0 days 00:00:32.012000,0 days 00:00:24.249000,0 days 01:42:57.923000,0 days 01:43:29.935000,0 days 01:43:54.184000,,265.0,276.0,,False,MEDIUM,8.0,True,McLaren,0 days 01:42:30.537000,2023-06-04 13:43:30.544,1,20.0,False,,False,True,80.125,23.864
919,1082,0 days 01:45:10.779000,NOR,4,0 days 00:01:20.117000,31.0,3.0,,,0 days 00:00:23.917000,0 days 00:00:32.057000,0 days 00:00:24.143000,0 days 01:44:18.101000,0 days 01:44:50.158000,0 days 01:45:14.301000,263.0,264.0,277.0,,False,MEDIUM,9.0,True,McLaren,0 days 01:43:50.662000,2023-06-04 13:44:50.669,1,20.0,False,,False,True,80.117,23.917
920,1083,0 days 01:46:30.721000,NOR,4,0 days 00:01:19.942000,32.0,3.0,,,0 days 00:00:23.818000,0 days 00:00:31.930000,0 days 00:00:24.194000,0 days 01:45:38.119000,0 days 01:46:10.049000,0 days 01:46:34.243000,270.0,265.0,277.0,301.0,False,MEDIUM,10.0,True,McLaren,0 days 01:45:10.779000,2023-06-04 13:46:10.786,1,20.0,False,,False,True,79.942,23.818
921,1084,0 days 01:47:50.524000,NOR,4,0 days 00:01:19.803000,33.0,3.0,,,0 days 00:00:23.742000,0 days 00:00:31.967000,0 days 00:00:24.094000,0 days 01:46:57.985000,0 days 01:47:29.952000,0 days 01:47:54.046000,266.0,259.0,279.0,302.0,False,MEDIUM,11.0,True,McLaren,0 days 01:46:30.721000,2023-06-04 13:47:30.728,1,20.0,False,,False,True,79.803,23.742
922,1085,0 days 01:49:10.772000,NOR,4,0 days 00:01:20.248000,34.0,3.0,,,0 days 00:00:23.942000,0 days 00:00:32.106000,0 days 00:00:24.200000,0 days 01:48:17.988000,0 days 01:48:50.094000,0 days 01:49:14.294000,267.0,266.0,277.0,,False,MEDIUM,12.0,True,McLaren,0 days 01:47:50.524000,2023-06-04 13:48:50.531,1,20.0,False,,False,True,80.248,23.942
923,1086,0 days 01:50:31.060000,NOR,4,0 days 00:01:20.288000,35.0,3.0,,,0 days 00:00:23.771000,0 days 00:00:32.208000,0 days 00:00:24.309000,0 days 01:49:38.065000,0 days 01:50:10.273000,0 days 01:50:34.582000,,266.0,277.0,303.0,False,MEDIUM,13.0,True,McLaren,0 days 01:49:10.772000,2023-06-04 13:50:10.779,1,19.0,False,,False,True,80.288,23.771
924,1087,0 days 01:51:51.559000,NOR,4,0 days 00:01:20.499000,36.0,3.0,,,0 days 00:00:23.913000,0 days 00:00:32.195000,0 days 00:00:24.391000,0 days 01:50:58.495000,0 days 01:51:30.690000,0 days 01:51:55.081000,269.0,267.0,278.0,,False,MEDIUM,14.0,True,McLaren,0 days 01:50:31.060000,2023-06-04 13:51:31.067,1,19.0,False,,False,True,80.499,23.913
925,1088,0 days 01:53:12.020000,NOR,4,0 days 00:01:20.461000,37.0,3.0,,,0 days 00:00:23.739000,0 days 00:00:32.176000,0 days 00:00:24.546000,0 days 01:52:18.820000,0 days 01:52:50.996000,0 days 01:53:15.542000,267.0,271.0,276.0,304.0,False,MEDIUM,15.0,True,McLaren,0 days 01:51:51.559000,2023-06-04 13:52:51.566,1,17.0,False,,False,True,80.461,23.739
926,1090,0 days 01:55:54.624000,NOR,4,0 days 00:01:20.469000,39.0,3.0,,,0 days 00:00:23.701000,0 days 00:00:32.383000,0 days 00:00:24.385000,0 days 01:55:01.378000,0 days 01:55:33.761000,0 days 01:55:58.146000,260.0,264.0,284.0,306.0,False,MEDIUM,17.0,True,McLaren,0 days 01:54:34.155000,2023-06-04 13:55:34.162,1,16.0,False,,False,True,80.469,23.701
927,1091,0 days 01:57:14.505000,NOR,4,0 days 00:01:19.881000,40.0,3.0,,,0 days 00:00:23.342000,0 days 00:00:32.286000,0 days 00:00:24.253000,0 days 01:56:21.488000,0 days 01:56:53.774000,0 days 01:57:18.027000,269.0,266.0,278.0,322.0,False,MEDIUM,18.0,True,McLaren,0 days 01:55:54.624000,2023-06-04 13:56:54.631,1,15.0,False,,False,True,79.881,23.342
928,1092,0 days 01:58:35.497000,NOR,4,0 days 00:01:20.992000,41.0,3.0,,,0 days 00:00:24.409000,0 days 00:00:32.353000,0 days 00:00:24.230000,0 days 01:57:42.436000,0 days 01:58:14.789000,0 days 01:58:39.019000,259.0,269.0,280.0,296.0,False,MEDIUM,19.0,True,McLaren,0 days 01:57:14.505000,2023-06-04 13:58:14.512,1,15.0,True,TRACK LIMITS AT TURN 9 LAP 41 ,False,True,80.992,24.409
929,1093,0 days 01:59:56.204000,NOR,4,0 days 00:01:20.707000,42.0,3.0,,,0 days 00:00:23.861000,0 days 00:00:32.519000,0 days 00:00:24.327000,0 days 01:59:02.880000,0 days 01:59:35.399000,0 days 01:59:59.726000,257.0,261.0,287.0,307.0,False,MEDIUM,20.0,True,McLaren,0 days 01:58:35.497000,2023-06-04 13:59:35.504,1,15.0,False,,False,True,80.707,23.861
930,1094,0 days 02:01:15.780000,NOR,4,0 days 00:01:19.576000,43.0,3.0,,,0 days 00:00:23.250000,0 days 00:00:32.192000,0 days 00:00:24.134000,0 days 02:00:22.976000,0 days 02:00:55.168000,0 days 02:01:19.302000,263.0,268.0,278.0,323.0,True,MEDIUM,21.0,True,McLaren,0 days 01:59:56.204000,2023-06-04 14:00:56.211,1,15.0,False,,False,True,79.576,23.25
931,1095,0 days 02:02:35.645000,NOR,4,0 days 00:01:19.865000,44.0,3.0,,,0 days 00:00:23.643000,0 days 00:00:32.084000,0 days 00:00:24.138000,0 days 02:01:42.945000,0 days 02:02:15.029000,0 days 02:02:39.167000,267.0,275.0,278.0,303.0,False,MEDIUM,22.0,True,McLaren,0 days 02:01:15.780000,2023-06-04 14:02:15.787,1,14.0,False,,False,True,79.865,23.643
932,1096,0 days 02:03:55.570000,NOR,4,0 days 00:01:19.925000,45.0,3.0,,,0 days 00:00:23.667000,0 days 00:00:32.204000,0 days 00:00:24.054000,0 days 02:03:02.834000,0 days 02:03:35.038000,0 days 02:03:59.092000,271.0,271.0,280.0,,False,MEDIUM,23.0,True,McLaren,0 days 02:02:35.645000,2023-06-04 14:03:35.652,1,15.0,False,,False,True,79.925,23.667
933,1097,0 days 02:05:15.466000,NOR,4,0 days 00:01:19.896000,46.0,3.0,,,0 days 00:00:23.616000,0 days 00:00:32.168000,0 days 00:00:24.112000,0 days 02:04:22.708000,0 days 02:04:54.876000,0 days 02:05:18.988000,269.0,275.0,278.0,,False,MEDIUM,24.0,True,McLaren,0 days 02:03:55.570000,2023-06-04 14:04:55.577,1,15.0,False,,False,True,79.896,23.616
934,1098,0 days 02:06:35.612000,NOR,4,0 days 00:01:20.146000,47.0,3.0,,,0 days 00:00:23.689000,0 days 00:00:32.293000,0 days 00:00:24.164000,0 days 02:05:42.677000,0 days 02:06:14.970000,0 days 02:06:39.134000,268.0,271.0,279.0,,False,MEDIUM,25.0,True,McLaren,0 days 02:05:15.466000,2023-06-04 14:06:15.473,1,15.0,False,,False,True,80.146,23.689
935,1099,0 days 02:07:55.475000,NOR,4,0 days 00:01:19.863000,48.0,3.0,,,0 days 00:00:23.610000,0 days 00:00:32.159000,0 days 00:00:24.094000,0 days 02:07:02.744000,0 days 02:07:34.903000,0 days 02:07:58.997000,267.0,271.0,277.0,,False,MEDIUM,26.0,True,McLaren,0 days 02:06:35.612000,2023-06-04 14:07:35.619,1,15.0,False,,False,True,79.863,23.61
936,1100,0 days 02:09:15.301000,NOR,4,0 days 00:01:19.826000,49.0,3.0,,,0 days 00:00:23.696000,0 days 00:00:31.999000,0 days 00:00:24.131000,0 days 02:08:22.693000,0 days 02:08:54.692000,0 days 02:09:18.823000,268.0,276.0,278.0,,False,MEDIUM,27.0,True,McLaren,0 days 02:07:55.475000,2023-06-04 14:08:55.482,1,15.0,False,,False,True,79.826,23.696
937,1103,0 days 02:13:36.061000,NOR,4,0 days 00:01:18.809000,52.0,4.0,,,0 days 00:00:23.482000,0 days 00:00:31.448000,0 days 00:00:23.879000,0 days 02:12:44.256000,0 days 02:13:15.704000,0 days 02:13:39.583000,259.0,247.0,292.0,307.0,True,SOFT,5.0,False,McLaren,0 days 02:12:17.252000,2023-06-04 14:13:17.259,1,19.0,False,,False,True,78.809,23.482
938,1104,0 days 02:14:53.348000,NOR,4,0 days 00:01:17.287000,53.0,4.0,,,0 days 00:00:22.745000,0 days 00:00:31.053000,0 days 00:00:23.489000,0 days 02:14:02.328000,0 days 02:14:33.381000,0 days 02:14:56.870000,272.0,273.0,280.0,321.0,True,SOFT,6.0,False,McLaren,0 days 02:13:36.061000,2023-06-04 14:14:36.068,1,18.0,False,,False,True,77.287,22.745
939,1105,0 days 02:16:12.094000,NOR,4,0 days 00:01:18.746000,54.0,4.0,,,0 days 00:00:23.394000,0 days 00:00:31.345000,0 days 00:00:24.007000,0 days 02:15:20.264000,0 days 02:15:51.609000,0 days 02:16:15.616000,263.0,256.0,291.0,304.0,False,SOFT,7.0,False,McLaren,0 days 02:14:53.348000,2023-06-04 14:15:53.355,1,18.0,False,,False,True,78.746,23.394
940,1106,0 days 02:17:29.276000,NOR,4,0 days 00:01:17.182000,55.0,4.0,,,0 days 00:00:22.639000,0 days 00:00:31.131000,0 days 00:00:23.412000,0 days 02:16:38.255000,0 days 02:17:09.386000,0 days 02:17:32.798000,270.0,275.0,280.0,324.0,True,SOFT,8.0,False,McLaren,0 days 02:16:12.094000,2023-06-04 14:17:12.101,1,18.0,False,,False,True,77.182,22.639
941,1107,0 days 02:18:47.215000,NOR,4,0 days 00:01:17.939000,56.0,4.0,,,0 days 00:00:23.198000,0 days 00:00:31.218000,0 days 00:00:23.523000,0 days 02:17:55.996000,0 days 02:18:27.214000,0 days 02:18:50.737000,,270.0,281.0,303.0,False,SOFT,9.0,False,McLaren,0 days 02:17:29.276000,2023-06-04 14:18:29.283,1,17.0,False,,False,True,77.939,23.198
942,1108,0 days 02:20:05.375000,NOR,4,0 days 00:01:18.160000,57.0,4.0,,,0 days 00:00:23.151000,0 days 00:00:31.336000,0 days 00:00:23.673000,0 days 02:19:13.888000,0 days 02:19:45.224000,0 days 02:20:08.897000,267.0,271.0,281.0,304.0,False,SOFT,10.0,False,McLaren,0 days 02:18:47.215000,2023-06-04 14:19:47.222,1,16.0,False,,False,True,78.16,23.151
943,1109,0 days 02:21:23.787000,NOR,4,0 days 00:01:18.412000,58.0,4.0,,,0 days 00:00:23.197000,0 days 00:00:31.523000,0 days 00:00:23.692000,0 days 02:20:32.094000,0 days 02:21:03.617000,0 days 02:21:27.309000,269.0,274.0,289.0,305.0,False,SOFT,11.0,False,McLaren,0 days 02:20:05.375000,2023-06-04 14:21:05.382,1,16.0,False,,False,True,78.412,23.197
944,1110,0 days 02:22:44.321000,NOR,4,0 days 00:01:20.534000,59.0,4.0,,,0 days 00:00:23.184000,0 days 00:00:33.324000,0 days 00:00:24.026000,0 days 02:21:50.493000,0 days 02:22:23.817000,0 days 02:22:47.843000,258.0,258.0,294.0,327.0,False,SOFT,12.0,False,McLaren,0 days 02:21:23.787000,2023-06-04 14:22:23.794,1,16.0,False,,False,True,80.534,23.184
945,1111,0 days 02:24:04.853000,NOR,4,0 days 00:01:20.532000,60.0,4.0,,,0 days 00:00:24.307000,0 days 00:00:32.202000,0 days 00:00:24.023000,0 days 02:23:12.150000,0 days 02:23:44.352000,0 days 02:24:08.375000,262.0,263.0,290.0,325.0,False,SOFT,13.0,False,McLaren,0 days 02:22:44.321000,2023-06-04 14:23:44.328,1,17.0,False,,False,True,80.532,24.307
946,1112,0 days 02:25:24.356000,NOR,4,0 days 00:01:19.503000,61.0,4.0,,,0 days 00:00:23.518000,0 days 00:00:32.011000,0 days 00:00:23.974000,0 days 02:24:31.893000,0 days 02:25:03.904000,0 days 02:25:27.878000,261.0,267.0,290.0,330.0,False,SOFT,14.0,False,McLaren,0 days 02:24:04.853000,2023-06-04 14:25:04.860,1,17.0,False,,False,True,79.503,23.518
947,1113,0 days 02:26:43.786000,NOR,4,0 days 00:01:19.430000,62.0,4.0,,,0 days 00:00:23.533000,0 days 00:00:31.944000,0 days 00:00:23.953000,0 days 02:25:51.411000,0 days 02:26:23.355000,0 days 02:26:47.308000,255.0,269.0,289.0,317.0,False,SOFT,15.0,False,McLaren,0 days 02:25:24.356000,2023-06-04 14:26:24.363,1,17.0,False,,False,True,79.43,23.533
948,1114,0 days 02:28:03.146000,NOR,4,0 days 00:01:19.360000,63.0,4.0,,,0 days 00:00:23.553000,0 days 00:00:31.935000,0 days 00:00:23.872000,0 days 02:27:10.861000,0 days 02:27:42.796000,0 days 02:28:06.668000,253.0,277.0,290.0,330.0,False,SOFT,16.0,False,McLaren,0 days 02:26:43.786000,2023-06-04 14:27:43.793,1,17.0,False,,False,True,79.36,23.553
949,1115,0 days 02:29:22.168000,NOR,4,0 days 00:01:19.022000,64.0,4.0,,,0 days 00:00:23.381000,0 days 00:00:31.863000,0 days 00:00:23.778000,0 days 02:28:30.049000,0 days 02:29:01.912000,0 days 02:29:25.690000,268.0,271.0,281.0,329.0,False,SOFT,17.0,False,McLaren,0 days 02:28:03.146000,2023-06-04 14:29:03.153,1,16.0,False,,False,True,79.022,23.381
950,1116,0 days 02:30:41.001000,NOR,4,0 days 00:01:18.833000,65.0,4.0,,,0 days 00:00:23.362000,0 days 00:00:31.657000,0 days 00:00:23.814000,0 days 02:29:49.052000,0 days 02:30:20.709000,0 days 02:30:44.523000,270.0,275.0,282.0,304.0,False,SOFT,18.0,False,McLaren,0 days 02:29:22.168000,2023-06-04 14:30:22.175,1,16.0,False,,False,True,78.833,23.362
951,1121,0 days 01:09:15.362000,MAG,20,0 days 00:01:21.294000,5.0,1.0,,,0 days 00:00:23.911000,0 days 00:00:32.773000,0 days 00:00:24.610000,0 days 01:08:17.949000,0 days 01:08:50.722000,0 days 01:09:15.332000,265.0,267.0,285.0,318.0,True,SOFT,5.0,True,Haas F1 Team,0 days 01:07:54.068000,2023-06-04 13:08:54.075,1,13.0,False,,False,True,81.294,23.911
952,1122,0 days 01:10:36.955000,MAG,20,0 days 00:01:21.593000,6.0,1.0,,,0 days 00:00:23.935000,0 days 00:00:32.741000,0 days 00:00:24.917000,0 days 01:09:39.267000,0 days 01:10:12.008000,0 days 01:10:36.925000,263.0,263.0,284.0,336.0,False,SOFT,6.0,True,Haas F1 Team,0 days 01:09:15.362000,2023-06-04 13:10:15.369,1,13.0,False,,False,True,81.593,23.935
953,1125,0 days 01:14:43.325000,MAG,20,0 days 00:01:21.530000,9.0,1.0,,,0 days 00:00:23.815000,0 days 00:00:32.899000,0 days 00:00:24.816000,0 days 01:13:45.580000,0 days 01:14:18.479000,0 days 01:14:43.295000,269.0,262.0,275.0,331.0,False,SOFT,9.0,True,Haas F1 Team,0 days 01:13:21.795000,2023-06-04 13:14:21.802,1,12.0,False,,False,True,81.53,23.815
954,1128,0 days 01:19:09.663000,MAG,20,0 days 00:01:20.176000,12.0,2.0,,,0 days 00:00:23.449000,0 days 00:00:32.423000,0 days 00:00:24.304000,0 days 01:18:12.906000,0 days 01:18:45.329000,0 days 01:19:09.633000,265.0,270.0,283.0,335.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 01:17:49.487000,2023-06-04 13:18:49.494,1,18.0,False,,False,True,80.176,23.449
955,1129,0 days 01:20:30.167000,MAG,20,0 days 00:01:20.504000,13.0,2.0,,,0 days 00:00:23.596000,0 days 00:00:32.490000,0 days 00:00:24.418000,0 days 01:19:33.229000,0 days 01:20:05.719000,0 days 01:20:30.137000,266.0,272.0,284.0,333.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 01:19:09.663000,2023-06-04 13:20:09.670,1,18.0,False,,False,True,80.504,23.596
956,1130,0 days 01:21:50.873000,MAG,20,0 days 00:01:20.706000,14.0,2.0,,,0 days 00:00:23.544000,0 days 00:00:32.609000,0 days 00:00:24.553000,0 days 01:20:53.681000,0 days 01:21:26.290000,0 days 01:21:50.843000,269.0,269.0,275.0,335.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 01:20:30.167000,2023-06-04 13:21:30.174,1,17.0,False,,False,True,80.706,23.544
957,1131,0 days 01:23:11.942000,MAG,20,0 days 00:01:21.069000,15.0,2.0,,,0 days 00:00:24.043000,0 days 00:00:32.569000,0 days 00:00:24.457000,0 days 01:22:14.886000,0 days 01:22:47.455000,0 days 01:23:11.912000,270.0,271.0,276.0,311.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 01:21:50.873000,2023-06-04 13:22:50.880,1,17.0,False,,False,True,81.069,24.043
958,1132,0 days 01:24:33.061000,MAG,20,0 days 00:01:21.119000,16.0,2.0,,,0 days 00:00:24.026000,0 days 00:00:32.542000,0 days 00:00:24.551000,0 days 01:23:35.938000,0 days 01:24:08.480000,0 days 01:24:33.031000,,272.0,277.0,310.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 01:23:11.942000,2023-06-04 13:24:11.949,1,17.0,False,,False,True,81.119,24.026
959,1133,0 days 01:25:54.264000,MAG,20,0 days 00:01:21.203000,17.0,2.0,,,0 days 00:00:23.969000,0 days 00:00:32.663000,0 days 00:00:24.571000,0 days 01:24:57,0 days 01:25:29.663000,0 days 01:25:54.234000,271.0,274.0,276.0,,False,MEDIUM,7.0,True,Haas F1 Team,0 days 01:24:33.061000,2023-06-04 13:25:33.068,1,15.0,False,,False,True,81.203,23.969
960,1134,0 days 01:27:15.295000,MAG,20,0 days 00:01:21.031000,18.0,2.0,,,0 days 00:00:23.978000,0 days 00:00:32.567000,0 days 00:00:24.486000,0 days 01:26:18.212000,0 days 01:26:50.779000,0 days 01:27:15.265000,,272.0,274.0,312.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 01:25:54.264000,2023-06-04 13:26:54.271,1,13.0,False,,False,True,81.031,23.978
961,1136,0 days 01:29:58.524000,MAG,20,0 days 00:01:21.510000,20.0,2.0,,,0 days 00:00:24.005000,0 days 00:00:32.885000,0 days 00:00:24.620000,0 days 01:29:00.989000,0 days 01:29:33.874000,0 days 01:29:58.494000,268.0,279.0,278.0,333.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 01:28:37.014000,2023-06-04 13:29:37.021,1,13.0,False,,False,True,81.51,24.005
962,1137,0 days 01:31:20.186000,MAG,20,0 days 00:01:21.662000,21.0,2.0,,,0 days 00:00:24.260000,0 days 00:00:32.641000,0 days 00:00:24.761000,0 days 01:30:22.754000,0 days 01:30:55.395000,0 days 01:31:20.156000,276.0,277.0,276.0,314.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 01:29:58.524000,2023-06-04 13:30:58.531,1,13.0,False,,False,True,81.662,24.26
963,1138,0 days 01:32:41.817000,MAG,20,0 days 00:01:21.631000,22.0,2.0,,,0 days 00:00:24.255000,0 days 00:00:32.709000,0 days 00:00:24.667000,0 days 01:31:44.411000,0 days 01:32:17.120000,0 days 01:32:41.787000,,276.0,276.0,311.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:31:20.186000,2023-06-04 13:32:20.193,1,13.0,False,,False,True,81.631,24.255
964,1142,0 days 01:38:30.742000,MAG,20,0 days 00:01:19.412000,26.0,3.0,,,0 days 00:00:23.788000,0 days 00:00:31.760000,0 days 00:00:23.864000,0 days 01:37:35.088000,0 days 01:38:06.848000,0 days 01:38:30.712000,270.0,275.0,279.0,304.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:37:11.330000,2023-06-04 13:38:11.337,1,20.0,False,,False,True,79.412,23.788
965,1143,0 days 01:39:49.751000,MAG,20,0 days 00:01:19.009000,27.0,3.0,,,0 days 00:00:23.578000,0 days 00:00:31.669000,0 days 00:00:23.762000,0 days 01:38:54.290000,0 days 01:39:25.959000,0 days 01:39:49.721000,280.0,275.0,279.0,306.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:38:30.742000,2023-06-04 13:39:30.749,1,19.0,False,,False,True,79.009,23.578
966,1144,0 days 01:41:09.015000,MAG,20,0 days 00:01:19.264000,28.0,3.0,,,0 days 00:00:23.482000,0 days 00:00:31.765000,0 days 00:00:24.017000,0 days 01:40:13.203000,0 days 01:40:44.968000,0 days 01:41:08.985000,272.0,278.0,279.0,309.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:39:49.751000,2023-06-04 13:40:49.758,1,19.0,False,,False,True,79.264,23.482
967,1145,0 days 01:42:28.642000,MAG,20,0 days 00:01:19.627000,29.0,3.0,,,0 days 00:00:23.642000,0 days 00:00:31.940000,0 days 00:00:24.045000,0 days 01:41:32.627000,0 days 01:42:04.567000,0 days 01:42:28.612000,273.0,275.0,277.0,310.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:41:09.015000,2023-06-04 13:42:09.022,1,19.0,False,,False,True,79.627,23.642
968,1146,0 days 01:43:48.376000,MAG,20,0 days 00:01:19.734000,30.0,3.0,,,0 days 00:00:23.628000,0 days 00:00:31.940000,0 days 00:00:24.166000,0 days 01:42:52.240000,0 days 01:43:24.180000,0 days 01:43:48.346000,280.0,281.0,281.0,,False,HARD,6.0,True,Haas F1 Team,0 days 01:42:28.642000,2023-06-04 13:43:28.649,1,19.0,False,,False,True,79.734,23.628
969,1147,0 days 01:45:08.356000,MAG,20,0 days 00:01:19.980000,31.0,3.0,,,0 days 00:00:23.539000,0 days 00:00:32.222000,0 days 00:00:24.219000,0 days 01:44:11.885000,0 days 01:44:44.107000,0 days 01:45:08.326000,,278.0,280.0,,False,HARD,7.0,True,Haas F1 Team,0 days 01:43:48.376000,2023-06-04 13:44:48.383,1,19.0,False,,False,True,79.98,23.539
970,1148,0 days 01:46:28.757000,MAG,20,0 days 00:01:20.401000,32.0,3.0,,,0 days 00:00:23.560000,0 days 00:00:32.384000,0 days 00:00:24.457000,0 days 01:45:31.886000,0 days 01:46:04.270000,0 days 01:46:28.727000,276.0,275.0,276.0,311.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:45:08.356000,2023-06-04 13:46:08.363,1,19.0,False,,False,True,80.401,23.56
971,1149,0 days 01:47:49.531000,MAG,20,0 days 00:01:20.774000,33.0,3.0,,,0 days 00:00:23.870000,0 days 00:00:32.539000,0 days 00:00:24.365000,0 days 01:46:52.597000,0 days 01:47:25.136000,0 days 01:47:49.501000,,279.0,285.0,313.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:46:28.757000,2023-06-04 13:47:28.764,1,19.0,False,,False,True,80.774,23.87
972,1150,0 days 01:49:10.210000,MAG,20,0 days 00:01:20.679000,34.0,3.0,,,0 days 00:00:23.671000,0 days 00:00:32.672000,0 days 00:00:24.336000,0 days 01:48:13.172000,0 days 01:48:45.844000,0 days 01:49:10.180000,275.0,273.0,287.0,333.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:47:49.531000,2023-06-04 13:48:49.538,1,19.0,False,,False,True,80.679,23.671
973,1151,0 days 01:50:30.295000,MAG,20,0 days 00:01:20.085000,35.0,3.0,,,0 days 00:00:23.596000,0 days 00:00:32.381000,0 days 00:00:24.108000,0 days 01:49:33.776000,0 days 01:50:06.157000,0 days 01:50:30.265000,,282.0,280.0,335.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:49:10.210000,2023-06-04 13:50:10.217,1,18.0,False,,False,True,80.085,23.596
974,1152,0 days 01:51:50.754000,MAG,20,0 days 00:01:20.459000,36.0,3.0,,,0 days 00:00:23.752000,0 days 00:00:32.385000,0 days 00:00:24.322000,0 days 01:50:54.017000,0 days 01:51:26.402000,0 days 01:51:50.724000,276.0,278.0,286.0,311.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:50:30.295000,2023-06-04 13:51:30.302,1,18.0,False,,False,True,80.459,23.752
975,1154,0 days 01:54:34.025000,MAG,20,0 days 00:01:21.479000,38.0,3.0,,,0 days 00:00:23.994000,0 days 00:00:32.887000,0 days 00:00:24.598000,0 days 01:53:36.510000,0 days 01:54:09.397000,0 days 01:54:33.995000,267.0,260.0,283.0,,False,HARD,14.0,True,Haas F1 Team,0 days 01:53:12.546000,2023-06-04 13:54:12.553,1,17.0,False,,False,True,81.479,23.994
976,1155,0 days 01:55:53.964000,MAG,20,0 days 00:01:19.939000,39.0,3.0,,,0 days 00:00:23.322000,0 days 00:00:32.340000,0 days 00:00:24.277000,0 days 01:54:57.317000,0 days 01:55:29.657000,0 days 01:55:53.934000,277.0,279.0,276.0,329.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:54:34.025000,2023-06-04 13:55:34.032,1,15.0,False,,False,True,79.939,23.322
977,1157,0 days 01:58:36.689000,MAG,20,0 days 00:01:20.194000,41.0,3.0,,,0 days 00:00:23.682000,0 days 00:00:32.283000,0 days 00:00:24.229000,0 days 01:57:40.147000,0 days 01:58:12.430000,0 days 01:58:36.659000,278.0,277.0,281.0,313.0,False,HARD,17.0,True,Haas F1 Team,0 days 01:57:16.495000,2023-06-04 13:58:16.502,1,16.0,False,,False,True,80.194,23.682
978,1160,0 days 02:02:59.188000,MAG,20,0 days 00:01:18.069000,44.0,4.0,,,0 days 00:00:23.350000,0 days 00:00:31.319000,0 days 00:00:23.400000,0 days 02:02:04.439000,0 days 02:02:35.758000,0 days 02:02:59.158000,280.0,286.0,281.0,309.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 02:01:41.119000,2023-06-04 14:02:41.126,1,19.0,False,,False,True,78.069,23.35
979,1161,0 days 02:04:17.470000,MAG,20,0 days 00:01:18.282000,45.0,4.0,,,0 days 00:00:23.250000,0 days 00:00:31.446000,0 days 00:00:23.586000,0 days 02:03:22.408000,0 days 02:03:53.854000,0 days 02:04:17.440000,279.0,280.0,283.0,,False,MEDIUM,3.0,True,Haas F1 Team,0 days 02:02:59.188000,2023-06-04 14:03:59.195,1,19.0,False,,False,True,78.282,23.25
980,1162,0 days 02:05:36.321000,MAG,20,0 days 00:01:18.851000,46.0,4.0,,,0 days 00:00:23.366000,0 days 00:00:31.700000,0 days 00:00:23.785000,0 days 02:04:40.806000,0 days 02:05:12.506000,0 days 02:05:36.291000,280.0,279.0,284.0,311.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 02:04:17.470000,2023-06-04 14:05:17.477,1,19.0,False,,False,True,78.851,23.366
981,1163,0 days 02:06:55.487000,MAG,20,0 days 00:01:19.166000,47.0,4.0,,,0 days 00:00:23.455000,0 days 00:00:31.806000,0 days 00:00:23.905000,0 days 02:05:59.746000,0 days 02:06:31.552000,0 days 02:06:55.457000,277.0,291.0,291.0,313.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 02:05:36.321000,2023-06-04 14:06:36.328,1,19.0,False,,False,True,79.166,23.455
982,1164,0 days 02:08:14.187000,MAG,20,0 days 00:01:18.700000,48.0,4.0,,,0 days 00:00:23.030000,0 days 00:00:31.935000,0 days 00:00:23.735000,0 days 02:07:18.487000,0 days 02:07:50.422000,0 days 02:08:14.157000,276.0,283.0,282.0,338.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 02:06:55.487000,2023-06-04 14:07:55.494,1,18.0,False,,False,True,78.7,23.03
