,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,LapNumber,Sector1Time,Sector2Time,Sector3Time,LapTime(s),Sector1Time(s),Sector2Time(s),Sector3Time(s),RollingAverageLap
268,ALO,0 days 00:01:17.974000,37.0,1.0,HARD,38.0,37.0,0 days 00:00:20.265000,0 days 00:00:37.020000,0 days 00:00:20.689000,77.974,20.265,37.02,20.689,77.94116216216216
269,ALO,0 days 00:01:17.141000,38.0,1.0,HARD,39.0,38.0,0 days 00:00:20.056000,0 days 00:00:36.463000,0 days 00:00:20.622000,77.141,20.056,36.463,20.622,77.9201052631579
270,ALO,0 days 00:01:17.705000,39.0,1.0,HARD,40.0,39.0,0 days 00:00:20.213000,0 days 00:00:36.826000,0 days 00:00:20.666000,77.705,20.213,36.826,20.666,77.91458974358974
271,ALO,0 days 00:01:17.630000,40.0,1.0,HARD,41.0,40.0,0 days 00:00:20.249000,0 days 00:00:36.856000,0 days 00:00:20.525000,77.63,20.249,36.856,20.525,77.907475
272,ALO,0 days 00:01:17.016000,41.0,1.0,HARD,42.0,41.0,0 days 00:00:20.069000,0 days 00:00:36.395000,0 days 00:00:20.552000,77.016,20.069,36.395,20.552,77.88573170731708
273,ALO,0 days 00:01:16.719000,42.0,1.0,HARD,43.0,42.0,0 days 00:00:19.940000,0 days 00:00:36.431000,0 days 00:00:20.348000,76.719,19.94,36.431,20.348,77.85795238095238
274,ALO,0 days 00:01:16.674000,43.0,1.0,HARD,44.0,43.0,0 days 00:00:19.813000,0 days 00:00:36.396000,0 days 00:00:20.465000,76.674,19.813,36.396,20.465,77.83041860465117
275,ALO,0 days 00:01:16.919000,44.0,1.0,HARD,45.0,44.0,0 days 00:00:19.801000,0 days 00:00:36.498000,0 days 00:00:20.620000,76.919,19.801,36.498,20.62,77.80970454545455
276,ALO,0 days 00:01:16.862000,45.0,1.0,HARD,46.0,45.0,0 days 00:00:19.904000,0 days 00:00:36.379000,0 days 00:00:20.579000,76.862,19.904,36.379,20.579,77.78864444444444
277,ALO,0 days 00:01:17.114000,46.0,1.0,HARD,47.0,46.0,0 days 00:00:19.866000,0 days 00:00:36.563000,0 days 00:00:20.685000,77.114,19.866,36.563,20.685,77.77397826086957
278,ALO,0 days 00:01:17.108000,47.0,1.0,HARD,48.0,47.0,0 days 00:00:19.867000,0 days 00:00:36.608000,0 days 00:00:20.633000,77.108,19.867,36.608,20.633,77.7598085106383
279,ALO,0 days 00:01:16.931000,48.0,1.0,HARD,49.0,48.0,0 days 00:00:19.939000,0 days 00:00:36.441000,0 days 00:00:20.551000,76.931,19.939,36.441,20.551,77.74254166666667
280,ALO,0 days 00:01:16.992000,49.0,1.0,HARD,50.0,49.0,0 days 00:00:19.967000,0 days 00:00:36.487000,0 days 00:00:20.538000,76.992,19.967,36.487,20.538,77.72722448979592
281,ALO,0 days 00:01:17.408000,50.0,1.0,HARD,51.0,50.0,0 days 00:00:20.235000,0 days 00:00:36.595000,0 days 00:00:20.578000,77.408,20.235,36.595,20.578,77.72084
282,ALO,0 days 00:01:19.991000,51.0,1.0,HARD,52.0,51.0,0 days 00:00:20.122000,0 days 00:00:38.591000,0 days 00:00:21.278000,79.991,20.122,38.591,21.278,77.76535294117647
283,ALO,0 days 00:01:24.967000,52.0,1.0,HARD,53.0,52.0,0 days 00:00:21.314000,0 days 00:00:41.811000,0 days 00:00:21.842000,84.967,21.314,41.811,21.842,77.90384615384616
284,ALO,0 days 00:01:30.862000,53.0,1.0,HARD,54.0,53.0,0 days 00:00:24.002000,0 days 00:00:44.284000,0 days 00:00:22.576000,90.862,24.002,44.284,22.576,78.14833962264152
285,ALO,0 days 00:01:50.311000,54.0,1.0,HARD,55.0,54.0,0 days 00:00:23.855000,0 days 00:00:46.657000,0 days 00:00:39.799000,110.311,23.855,46.657,39.799,78.74394444444444
286,ALO,0 days 00:02:06.635000,55.0,2.0,MEDIUM,2.0,55.0,0 days 00:00:28.660000,0 days 00:00:51.697000,0 days 00:00:46.278000,126.635,28.66,51.697,46.278,79.61469090909091
287,ALO,0 days 00:01:48.531000,56.0,3.0,INTERMEDIATE,1.0,56.0,0 days 00:00:28.632000,0 days 00:00:52.761000,0 days 00:00:27.138000,108.531,28.632,52.761,27.138,80.13105357142857
288,ALO,0 days 00:01:42.581000,57.0,3.0,INTERMEDIATE,2.0,57.0,0 days 00:00:27.468000,0 days 00:00:48.109000,0 days 00:00:27.004000,102.581,27.468,48.109,27.004,80.52491228070176
289,ALO,0 days 00:01:41.267000,58.0,3.0,INTERMEDIATE,3.0,58.0,0 days 00:00:27.014000,0 days 00:00:48.020000,0 days 00:00:26.233000,101.267,27.014,48.02,26.233,80.88253448275862
290,ALO,0 days 00:01:40.897000,59.0,3.0,INTERMEDIATE,4.0,59.0,0 days 00:00:27.060000,0 days 00:00:47.367000,0 days 00:00:26.470000,100.897,27.06,47.367,26.47,81.2217627118644
291,ALO,0 days 00:01:40.638000,60.0,3.0,INTERMEDIATE,5.0,60.0,0 days 00:00:26.776000,0 days 00:00:47.743000,0 days 00:00:26.119000,100.638,26.776,47.743,26.119,81.54536666666667
292,ALO,0 days 00:01:42.727000,61.0,3.0,INTERMEDIATE,6.0,61.0,0 days 00:00:26.367000,0 days 00:00:48.926000,0 days 00:00:27.434000,102.727,26.367,48.926,27.434,81.89260655737704
293,ALO,0 days 00:01:40.467000,62.0,3.0,INTERMEDIATE,7.0,62.0,0 days 00:00:26.363000,0 days 00:00:48.029000,0 days 00:00:26.075000,100.467,26.363,48.029,26.075,82.1921935483871
294,ALO,0 days 00:01:39.671000,63.0,3.0,INTERMEDIATE,8.0,63.0,0 days 00:00:26.319000,0 days 00:00:47.663000,0 days 00:00:25.689000,99.671,26.319,47.663,25.689,82.46963492063493
295,ALO,0 days 00:01:38.135000,64.0,3.0,INTERMEDIATE,9.0,64.0,0 days 00:00:26.027000,0 days 00:00:46.527000,0 days 00:00:25.581000,98.135,26.027,46.527,25.581,82.71440625
296,ALO,0 days 00:01:37.640000,65.0,3.0,INTERMEDIATE,10.0,65.0,0 days 00:00:25.477000,0 days 00:00:47.158000,0 days 00:00:25.005000,97.64,25.477,47.158,25.005,82.94403076923076
297,ALO,0 days 00:01:36.332000,66.0,3.0,INTERMEDIATE,11.0,66.0,0 days 00:00:25.340000,0 days 00:00:46.386000,0 days 00:00:24.606000,96.332,25.34,46.386,24.606,83.14687878787879
298,ALO,0 days 00:01:33.205000,67.0,3.0,INTERMEDIATE,12.0,67.0,0 days 00:00:24.615000,0 days 00:00:45.444000,0 days 00:00:23.146000,93.205,24.615,45.444,23.146,83.29700000000001
299,ALO,0 days 00:01:32.841000,68.0,3.0,INTERMEDIATE,13.0,68.0,0 days 00:00:24.387000,0 days 00:00:45.525000,0 days 00:00:22.929000,92.841,24.387,45.525,22.929,83.43735294117647
300,ALO,0 days 00:01:33.864000,69.0,3.0,INTERMEDIATE,14.0,69.0,0 days 00:00:24.955000,0 days 00:00:45.556000,0 days 00:00:23.353000,93.864,24.955,45.556,23.353,83.58846376811594
301,ALO,0 days 00:01:31.230000,70.0,3.0,INTERMEDIATE,15.0,70.0,0 days 00:00:24.359000,0 days 00:00:44.422000,0 days 00:00:22.449000,91.23,24.359,44.422,22.449,83.69762857142857
302,ALO,0 days 00:01:31.057000,71.0,3.0,INTERMEDIATE,16.0,71.0,0 days 00:00:23.765000,0 days 00:00:44.952000,0 days 00:00:22.340000,91.057,23.765,44.952,22.34,83.80128169014084
303,ALO,0 days 00:01:29.419000,72.0,3.0,INTERMEDIATE,17.0,72.0,0 days 00:00:23.604000,0 days 00:00:43.530000,0 days 00:00:22.285000,89.419,23.604,43.53,22.285,83.87930555555556
304,ALO,0 days 00:01:30.346000,73.0,3.0,INTERMEDIATE,18.0,73.0,0 days 00:00:24.253000,0 days 00:00:43.531000,0 days 00:00:22.562000,90.346,24.253,43.531,22.562,83.9678904109589
305,ALO,0 days 00:01:27.245000,74.0,3.0,INTERMEDIATE,19.0,74.0,0 days 00:00:23.068000,0 days 00:00:42.166000,0 days 00:00:22.011000,87.245,23.068,42.166,22.011,84.01217567567568
306,ALO,0 days 00:01:25.700000,75.0,3.0,INTERMEDIATE,20.0,75.0,0 days 00:00:22.592000,0 days 00:00:41.209000,0 days 00:00:21.899000,85.7,22.592,41.209,21.899,84.03468
307,ALO,0 days 00:01:26.931000,76.0,3.0,INTERMEDIATE,21.0,76.0,0 days 00:00:23.072000,0 days 00:00:41.645000,0 days 00:00:22.214000,86.931,23.072,41.645,22.214,84.07278947368421
308,ALO,0 days 00:01:24.701000,77.0,3.0,INTERMEDIATE,22.0,77.0,0 days 00:00:22.164000,0 days 00:00:40.949000,0 days 00:00:21.588000,84.701,22.164,40.949,21.588,84.08094805194806
309,ALO,0 days 00:01:25.668000,78.0,3.0,INTERMEDIATE,23.0,78.0,0 days 00:00:22.513000,0 days 00:00:40.910000,0 days 00:00:22.245000,85.668,22.513,40.91,22.245,84.10129487179486
310,LEC,0 days 00:01:29.108000,1.0,1.0,HARD,1.0,1.0,,0 days 00:00:38.983000,0 days 00:00:21.868000,89.108,,38.983,21.868,89.108
311,LEC,0 days 00:01:20.549000,2.0,1.0,HARD,2.0,2.0,0 days 00:00:21.352000,0 days 00:00:37.692000,0 days 00:00:21.505000,80.549,21.352,37.692,21.505,84.8285
312,LEC,0 days 00:01:20.021000,3.0,1.0,HARD,3.0,3.0,0 days 00:00:21.051000,0 days 00:00:37.547000,0 days 00:00:21.423000,80.021,21.051,37.547,21.423,83.226
313,LEC,0 days 00:01:19.468000,4.0,1.0,HARD,4.0,4.0,0 days 00:00:21.023000,0 days 00:00:37.375000,0 days 00:00:21.070000,79.468,21.023,37.375,21.07,82.2865
314,LEC,0 days 00:01:18.837000,5.0,1.0,HARD,5.0,5.0,0 days 00:00:20.803000,0 days 00:00:37.198000,0 days 00:00:20.836000,78.837,20.803,37.198,20.836,81.5966
315,LEC,0 days 00:01:18.829000,6.0,1.0,HARD,6.0,6.0,0 days 00:00:20.697000,0 days 00:00:37.190000,0 days 00:00:20.942000,78.829,20.697,37.19,20.942,81.13533333333334
316,LEC,0 days 00:01:18.645000,7.0,1.0,HARD,7.0,7.0,0 days 00:00:20.790000,0 days 00:00:36.760000,0 days 00:00:21.095000,78.645,20.79,36.76,21.095,80.77957142857143
317,LEC,0 days 00:01:19.165000,8.0,1.0,HARD,8.0,8.0,0 days 00:00:20.826000,0 days 00:00:37.057000,0 days 00:00:21.282000,79.165,20.826,37.057,21.282,80.57775000000001
318,LEC,0 days 00:01:18.809000,9.0,1.0,HARD,9.0,9.0,0 days 00:00:20.864000,0 days 00:00:37.097000,0 days 00:00:20.848000,78.809,20.864,37.097,20.848,80.38122222222222
319,LEC,0 days 00:01:18.219000,10.0,1.0,HARD,10.0,10.0,0 days 00:00:20.645000,0 days 00:00:36.610000,0 days 00:00:20.964000,78.219,20.645,36.61,20.964,80.16499999999999
320,LEC,0 days 00:01:18.162000,11.0,1.0,HARD,11.0,11.0,0 days 00:00:20.648000,0 days 00:00:36.793000,0 days 00:00:20.721000,78.162,20.648,36.793,20.721,79.98290909090909
321,LEC,0 days 00:01:18.150000,12.0,1.0,HARD,12.0,12.0,0 days 00:00:20.704000,0 days 00:00:36.657000,0 days 00:00:20.789000,78.15,20.704,36.657,20.789,79.83016666666667
322,LEC,0 days 00:01:18.018000,13.0,1.0,HARD,13.0,13.0,0 days 00:00:20.509000,0 days 00:00:36.724000,0 days 00:00:20.785000,78.018,20.509,36.724,20.785,79.69076923076923
323,LEC,0 days 00:01:18.394000,14.0,1.0,HARD,14.0,14.0,0 days 00:00:20.523000,0 days 00:00:36.988000,0 days 00:00:20.883000,78.394,20.523,36.988,20.883,79.59814285714286
324,LEC,0 days 00:01:18.312000,15.0,1.0,HARD,15.0,15.0,0 days 00:00:20.414000,0 days 00:00:36.991000,0 days 00:00:20.907000,78.312,20.414,36.991,20.907,79.5124
325,LEC,0 days 00:01:18.316000,16.0,1.0,HARD,16.0,16.0,0 days 00:00:20.527000,0 days 00:00:37,0 days 00:00:20.789000,78.316,20.527,37.0,20.789,79.437625
326,LEC,0 days 00:01:18.234000,17.0,1.0,HARD,17.0,17.0,0 days 00:00:20.379000,0 days 00:00:36.936000,0 days 00:00:20.919000,78.234,20.379,36.936,20.919,79.36682352941177
327,LEC,0 days 00:01:18.361000,18.0,1.0,HARD,18.0,18.0,0 days 00:00:20.446000,0 days 00:00:37.090000,0 days 00:00:20.825000,78.361,20.446,37.09,20.825,79.31094444444444
328,LEC,0 days 00:01:18.190000,19.0,1.0,HARD,19.0,19.0,0 days 00:00:20.465000,0 days 00:00:36.953000,0 days 00:00:20.772000,78.19,20.465,36.953,20.772,79.25194736842106
329,LEC,0 days 00:01:18.365000,20.0,1.0,HARD,20.0,20.0,0 days 00:00:20.385000,0 days 00:00:37.097000,0 days 00:00:20.883000,78.365,20.385,37.097,20.883,79.2076
330,LEC,0 days 00:01:18.127000,21.0,1.0,HARD,21.0,21.0,0 days 00:00:20.279000,0 days 00:00:36.815000,0 days 00:00:21.033000,78.127,20.279,36.815,21.033,79.15614285714285
331,LEC,0 days 00:01:17.886000,22.0,1.0,HARD,22.0,22.0,0 days 00:00:20.386000,0 days 00:00:36.791000,0 days 00:00:20.709000,77.886,20.386,36.791,20.709,79.09840909090909
332,LEC,0 days 00:01:17.922000,23.0,1.0,HARD,23.0,23.0,0 days 00:00:20.291000,0 days 00:00:36.848000,0 days 00:00:20.783000,77.922,20.291,36.848,20.783,79.04726086956522
333,LEC,0 days 00:01:17.586000,24.0,1.0,HARD,24.0,24.0,0 days 00:00:20.220000,0 days 00:00:36.631000,0 days 00:00:20.735000,77.586,20.22,36.631,20.735,78.986375
334,LEC,0 days 00:01:17.619000,25.0,1.0,HARD,25.0,25.0,0 days 00:00:20.203000,0 days 00:00:36.650000,0 days 00:00:20.766000,77.619,20.203,36.65,20.766,78.93168
335,LEC,0 days 00:01:17.879000,26.0,1.0,HARD,26.0,26.0,0 days 00:00:20.255000,0 days 00:00:36.647000,0 days 00:00:20.977000,77.879,20.255,36.647,20.977,78.89119230769231
336,LEC,0 days 00:01:17.602000,27.0,1.0,HARD,27.0,27.0,0 days 00:00:20.250000,0 days 00:00:36.616000,0 days 00:00:20.736000,77.602,20.25,36.616,20.736,78.84344444444444
337,LEC,0 days 00:01:17.480000,28.0,1.0,HARD,28.0,28.0,0 days 00:00:20.110000,0 days 00:00:36.671000,0 days 00:00:20.699000,77.48,20.11,36.671,20.699,78.79475000000001
338,LEC,0 days 00:01:17.065000,29.0,1.0,HARD,29.0,29.0,0 days 00:00:20.112000,0 days 00:00:36.372000,0 days 00:00:20.581000,77.065,20.112,36.372,20.581,78.73510344827586
339,LEC,0 days 00:01:17.559000,30.0,1.0,HARD,30.0,30.0,0 days 00:00:20.209000,0 days 00:00:36.701000,0 days 00:00:20.649000,77.559,20.209,36.701,20.649,78.6959
340,LEC,0 days 00:01:17.876000,31.0,1.0,HARD,31.0,31.0,0 days 00:00:20.191000,0 days 00:00:36.768000,0 days 00:00:20.917000,77.876,20.191,36.768,20.917,78.66945161290323
341,LEC,0 days 00:01:17.282000,32.0,1.0,HARD,32.0,32.0,0 days 00:00:20.010000,0 days 00:00:36.608000,0 days 00:00:20.664000,77.282,20.01,36.608,20.664,78.62609375
342,LEC,0 days 00:01:17.163000,33.0,1.0,HARD,33.0,33.0,0 days 00:00:20.029000,0 days 00:00:36.436000,0 days 00:00:20.698000,77.163,20.029,36.436,20.698,78.58175757575758
343,LEC,0 days 00:01:17.461000,34.0,1.0,HARD,34.0,34.0,0 days 00:00:20.144000,0 days 00:00:36.637000,0 days 00:00:20.680000,77.461,20.144,36.637,20.68,78.54879411764706
344,LEC,0 days 00:01:17.467000,35.0,1.0,HARD,35.0,35.0,0 days 00:00:20.164000,0 days 00:00:36.632000,0 days 00:00:20.671000,77.467,20.164,36.632,20.671,78.51788571428573
345,LEC,0 days 00:01:17.491000,36.0,1.0,HARD,36.0,36.0,0 days 00:00:20.148000,0 days 00:00:36.768000,0 days 00:00:20.575000,77.491,20.148,36.768,20.575,78.48936111111112
346,LEC,0 days 00:01:17.361000,37.0,1.0,HARD,37.0,37.0,0 days 00:00:20.098000,0 days 00:00:36.616000,0 days 00:00:20.647000,77.361,20.098,36.616,20.647,78.45886486486486
347,LEC,0 days 00:01:17.483000,38.0,1.0,HARD,38.0,38.0,0 days 00:00:20.139000,0 days 00:00:36.694000,0 days 00:00:20.650000,77.483,20.139,36.694,20.65,78.43318421052632
348,LEC,0 days 00:01:17.213000,39.0,1.0,HARD,39.0,39.0,0 days 00:00:19.959000,0 days 00:00:36.609000,0 days 00:00:20.645000,77.213,19.959,36.609,20.645,78.40189743589744
349,LEC,0 days 00:01:17.237000,40.0,1.0,HARD,40.0,40.0,0 days 00:00:20.014000,0 days 00:00:36.580000,0 days 00:00:20.643000,77.237,20.014,36.58,20.643,78.372775
350,LEC,0 days 00:01:18.328000,41.0,1.0,HARD,41.0,41.0,0 days 00:00:20.091000,0 days 00:00:37.450000,0 days 00:00:20.787000,78.328,20.091,37.45,20.787,78.37168292682927
351,LEC,0 days 00:01:17.801000,42.0,1.0,HARD,42.0,42.0,0 days 00:00:20.132000,0 days 00:00:36.958000,0 days 00:00:20.711000,77.801,20.132,36.958,20.711,78.35809523809523
352,LEC,0 days 00:01:18.451000,43.0,1.0,HARD,43.0,43.0,0 days 00:00:20.364000,0 days 00:00:37.083000,0 days 00:00:21.004000,78.451,20.364,37.083,21.004,78.36025581395349
353,LEC,0 days 00:01:35.442000,44.0,1.0,HARD,44.0,44.0,0 days 00:00:20.431000,0 days 00:00:37.230000,0 days 00:00:37.781000,95.442,20.431,37.23,37.781,78.74847727272727
354,LEC,0 days 00:01:19.563000,45.0,2.0,MEDIUM,1.0,45.0,0 days 00:00:23.019000,0 days 00:00:36.229000,0 days 00:00:20.315000,79.563,23.019,36.229,20.315,78.76657777777778
355,LEC,0 days 00:01:15.773000,46.0,2.0,MEDIUM,2.0,46.0,0 days 00:00:19.996000,0 days 00:00:35.718000,0 days 00:00:20.059000,75.773,19.996,35.718,20.059,78.7015
356,LEC,0 days 00:01:16.358000,47.0,2.0,MEDIUM,3.0,47.0,0 days 00:00:19.764000,0 days 00:00:36.023000,0 days 00:00:20.571000,76.358,19.764,36.023,20.571,78.65163829787234
357,LEC,0 days 00:01:16.971000,48.0,2.0,MEDIUM,4.0,48.0,0 days 00:00:20.258000,0 days 00:00:36.215000,0 days 00:00:20.498000,76.971,20.258,36.215,20.498,78.616625
358,LEC,0 days 00:01:16.283000,49.0,2.0,MEDIUM,5.0,49.0,0 days 00:00:19.849000,0 days 00:00:36.039000,0 days 00:00:20.395000,76.283,19.849,36.039,20.395,78.569
359,LEC,0 days 00:01:15.956000,50.0,2.0,MEDIUM,6.0,50.0,0 days 00:00:19.730000,0 days 00:00:35.934000,0 days 00:00:20.292000,75.956,19.73,35.934,20.292,78.51674
360,LEC,0 days 00:01:17.017000,51.0,2.0,MEDIUM,7.0,51.0,0 days 00:00:19.743000,0 days 00:00:36.789000,0 days 00:00:20.485000,77.017,19.743,36.789,20.485,78.48733333333332
361,LEC,0 days 00:01:23.243000,52.0,2.0,MEDIUM,8.0,52.0,0 days 00:00:20.416000,0 days 00:00:40.527000,0 days 00:00:22.300000,83.243,20.416,40.527,22.3,78.57878846153847
362,LEC,0 days 00:01:33.259000,53.0,2.0,MEDIUM,9.0,53.0,0 days 00:00:23.978000,0 days 00:00:46.954000,0 days 00:00:22.327000,93.259,23.978,46.954,22.327,78.85577358490566
363,LEC,0 days 00:01:35.725000,54.0,2.0,MEDIUM,10.0,54.0,0 days 00:00:24.155000,0 days 00:00:48.210000,0 days 00:00:23.360000,95.725,24.155,48.21,23.36,79.16816666666666
364,LEC,0 days 00:02:09.246000,55.0,2.0,MEDIUM,11.0,55.0,0 days 00:00:26.046000,0 days 00:00:57.053000,0 days 00:00:46.147000,129.246,26.046,57.053,46.147,80.07867272727273
365,LEC,0 days 00:01:43.008000,56.0,3.0,INTERMEDIATE,1.0,56.0,0 days 00:00:28.371000,0 days 00:00:48.266000,0 days 00:00:26.371000,103.008,28.371,48.266,26.371,80.488125
366,LEC,0 days 00:01:43.373000,57.0,3.0,INTERMEDIATE,2.0,57.0,0 days 00:00:27.887000,0 days 00:00:48.976000,0 days 00:00:26.510000,103.373,27.887,48.976,26.51,80.88961403508772
367,LEC,0 days 00:01:43.473000,58.0,3.0,INTERMEDIATE,3.0,58.0,0 days 00:00:27.016000,0 days 00:00:48.235000,0 days 00:00:28.222000,103.473,27.016,48.235,28.222,81.27898275862069
368,LEC,0 days 00:01:42.305000,59.0,3.0,INTERMEDIATE,4.0,59.0,0 days 00:00:26.895000,0 days 00:00:48.940000,0 days 00:00:26.470000,102.305,26.895,48.94,26.47,81.63535593220338
369,LEC,0 days 00:01:42.852000,60.0,3.0,INTERMEDIATE,5.0,60.0,0 days 00:00:27.831000,0 days 00:00:48.554000,0 days 00:00:26.467000,102.852,27.831,48.554,26.467,81.98896666666666
370,LEC,0 days 00:01:42.262000,61.0,3.0,INTERMEDIATE,6.0,61.0,0 days 00:00:26.763000,0 days 00:00:48.957000,0 days 00:00:26.542000,102.262,26.763,48.957,26.542,82.32131147540984
371,LEC,0 days 00:01:41.144000,62.0,3.0,INTERMEDIATE,7.0,62.0,0 days 00:00:26.479000,0 days 00:00:48.276000,0 days 00:00:26.389000,101.144,26.479,48.276,26.389,82.62490322580645
372,LEC,0 days 00:01:40.396000,63.0,3.0,INTERMEDIATE,8.0,63.0,0 days 00:00:26.590000,0 days 00:00:47.692000,0 days 00:00:26.114000,100.396,26.59,47.692,26.114,82.90698412698413
373,LEC,0 days 00:01:39.223000,64.0,3.0,INTERMEDIATE,9.0,64.0,0 days 00:00:26.207000,0 days 00:00:47.418000,0 days 00:00:25.598000,99.223,26.207,47.418,25.598,83.161921875
374,LEC,0 days 00:01:38.481000,65.0,3.0,INTERMEDIATE,10.0,65.0,0 days 00:00:25.992000,0 days 00:00:46.864000,0 days 00:00:25.625000,98.481,25.992,46.864,25.625,83.3976
375,LEC,0 days 00:01:35.050000,66.0,3.0,INTERMEDIATE,11.0,66.0,0 days 00:00:25.127000,0 days 00:00:45.723000,0 days 00:00:24.200000,95.05,25.127,45.723,24.2,83.57415151515151
376,LEC,0 days 00:01:34.515000,67.0,3.0,INTERMEDIATE,12.0,67.0,0 days 00:00:24.831000,0 days 00:00:45.536000,0 days 00:00:24.148000,94.515,24.831,45.536,24.148,83.73744776119402
377,LEC,0 days 00:01:33.903000,68.0,3.0,INTERMEDIATE,13.0,68.0,0 days 00:00:24.763000,0 days 00:00:45.594000,0 days 00:00:23.546000,93.903,24.763,45.594,23.546,83.88694117647059
378,LEC,0 days 00:01:35.087000,69.0,3.0,INTERMEDIATE,14.0,69.0,0 days 00:00:25.475000,0 days 00:00:45.972000,0 days 00:00:23.640000,95.087,25.475,45.972,23.64,84.04926086956522
379,LEC,0 days 00:01:32.309000,70.0,3.0,INTERMEDIATE,15.0,70.0,0 days 00:00:24.969000,0 days 00:00:44.243000,0 days 00:00:23.097000,92.309,24.969,44.243,23.097,84.16725714285714
380,LEC,0 days 00:01:30.198000,71.0,3.0,INTERMEDIATE,16.0,71.0,0 days 00:00:24.104000,0 days 00:00:43.646000,0 days 00:00:22.448000,90.198,24.104,43.646,22.448,84.25219718309859
381,LEC,0 days 00:01:28.677000,72.0,3.0,INTERMEDIATE,17.0,72.0,0 days 00:00:23.586000,0 days 00:00:43.156000,0 days 00:00:21.935000,88.677,23.586,43.156,21.935,84.31365277777778
382,LEC,0 days 00:01:29.177000,73.0,3.0,INTERMEDIATE,18.0,73.0,0 days 00:00:23.577000,0 days 00:00:43.252000,0 days 00:00:22.348000,89.177,23.577,43.252,22.348,84.38027397260274
383,LEC,0 days 00:01:27.848000,74.0,3.0,INTERMEDIATE,19.0,74.0,0 days 00:00:23.443000,0 days 00:00:42.475000,0 days 00:00:21.930000,87.848,23.443,42.475,21.93,84.42713513513513
384,LEC,0 days 00:01:26.923000,75.0,3.0,INTERMEDIATE,20.0,75.0,0 days 00:00:22.925000,0 days 00:00:42.079000,0 days 00:00:21.919000,86.923,22.925,42.079,21.919,84.46041333333334
385,LEC,0 days 00:01:26.435000,76.0,3.0,INTERMEDIATE,21.0,76.0,0 days 00:00:22.557000,0 days 00:00:41.756000,0 days 00:00:22.122000,86.435,22.557,41.756,22.122,84.48639473684212
386,LEC,0 days 00:01:25.965000,77.0,3.0,INTERMEDIATE,22.0,77.0,0 days 00:00:22.517000,0 days 00:00:41.361000,0 days 00:00:22.087000,85.965,22.517,41.361,22.087,84.5055974025974
387,LEC,0 days 00:01:26.939000,78.0,3.0,INTERMEDIATE,23.0,78.0,0 days 00:00:22.719000,0 days 00:00:41.606000,0 days 00:00:22.614000,86.939,22.719,41.606,22.614,84.53679487179487
388,STR,0 days 00:01:39.562000,1.0,1.0,HARD,2.0,1.0,,0 days 00:00:46.215000,0 days 00:00:21.708000,99.562,,46.215,21.708,99.562
389,STR,0 days 00:01:19.989000,2.0,1.0,HARD,3.0,2.0,0 days 00:00:21.136000,0 days 00:00:37.566000,0 days 00:00:21.287000,79.989,21.136,37.566,21.287,89.7755
390,STR,0 days 00:01:19.928000,3.0,1.0,HARD,4.0,3.0,0 days 00:00:21.084000,0 days 00:00:37.647000,0 days 00:00:21.197000,79.928,21.084,37.647,21.197,86.493
391,STR,0 days 00:01:19.998000,4.0,1.0,HARD,5.0,4.0,0 days 00:00:20.912000,0 days 00:00:37.597000,0 days 00:00:21.489000,79.998,20.912,37.597,21.489,84.86925
392,STR,0 days 00:01:20.438000,5.0,1.0,HARD,6.0,5.0,0 days 00:00:21.031000,0 days 00:00:37.678000,0 days 00:00:21.729000,80.438,21.031,37.678,21.729,83.983
393,STR,0 days 00:01:19.785000,6.0,1.0,HARD,7.0,6.0,0 days 00:00:21.001000,0 days 00:00:37.529000,0 days 00:00:21.255000,79.785,21.001,37.529,21.255,83.28333333333333
394,STR,0 days 00:01:19.417000,7.0,1.0,HARD,8.0,7.0,0 days 00:00:20.940000,0 days 00:00:37.318000,0 days 00:00:21.159000,79.417,20.94,37.318,21.159,82.731
395,STR,0 days 00:01:18.733000,8.0,1.0,HARD,9.0,8.0,0 days 00:00:20.768000,0 days 00:00:36.987000,0 days 00:00:20.978000,78.733,20.768,36.987,20.978,82.23125
396,STR,0 days 00:01:18.659000,9.0,1.0,HARD,10.0,9.0,0 days 00:00:20.832000,0 days 00:00:36.826000,0 days 00:00:21.001000,78.659,20.832,36.826,21.001,81.83433333333333
397,STR,0 days 00:01:19.893000,10.0,1.0,HARD,11.0,10.0,0 days 00:00:21.109000,0 days 00:00:37.363000,0 days 00:00:21.421000,79.893,21.109,37.363,21.421,81.64020000000001
398,STR,0 days 00:01:19.758000,11.0,1.0,HARD,12.0,11.0,0 days 00:00:21.188000,0 days 00:00:37.322000,0 days 00:00:21.248000,79.758,21.188,37.322,21.248,81.46909090909091
399,STR,0 days 00:01:20.639000,12.0,1.0,HARD,13.0,12.0,0 days 00:00:21.770000,0 days 00:00:37.351000,0 days 00:00:21.518000,80.639,21.77,37.351,21.518,81.39991666666667
400,STR,0 days 00:01:20.847000,13.0,1.0,HARD,14.0,13.0,0 days 00:00:21.420000,0 days 00:00:37.852000,0 days 00:00:21.575000,80.847,21.42,37.852,21.575,81.35738461538462
401,STR,0 days 00:01:20.295000,14.0,1.0,HARD,15.0,14.0,0 days 00:00:21.112000,0 days 00:00:37.838000,0 days 00:00:21.345000,80.295,21.112,37.838,21.345,81.28150000000001
